Year,School Name,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple/Other (M/O) Count,M/O Average Years in Title,M/O Average Years at School
2020,Manhattan Comprehensive Night and Day High School,71M575,5,40,12,23,11.4,7.4,17,11.2,9.4,*,*,*,7,11.8,8.8,*,,,*,*,*,5,11.3,10.4,24,11.7,7.8,*,*,*
2021,Manhattan Comprehensive Night and Day High School,71M575,5,40,13,23,12.5,8.4,17,12.2,10.4,*,,,7,12.8,9.8,*,,,*,,,5,12.3,11.4,24,12.7,8.8,*,*,*
2022,Manhattan Comprehensive Night and Day High School,71M575,6,41,13,25,11.5,7.8,16,13.1,11,*,,,7,12.2,9.2,*,,,*,,,*,,,25,11.8,8.2,*,*,*
2023,Manhattan Comprehensive Night and Day High School,71M575,6,44,14,26,11,7.3,18,13.4,8.5,*,,,*,,,*,,,*,,,6,16,10.4,30,10.3,6.3,*,*,*
2020,Manhattan Early College School for Advertising,71M280,3,35,6,14,5.1,2.2,21,6,2.1,*,*,*,*,,,8,7.9,2.3,*,*,*,*,,,22,5.1,2.1,*,*,*
2021,Manhattan Early College School for Advertising,71M280,3,35,6,14,6.1,3.2,21,7,3,*,,,*,,,9,7.9,3,*,,,*,,,22,6.1,3.1,*,*,*
2022,Manhattan Early College School for Advertising,71M280,3,37,5,12,7.2,4.3,25,5.3,2.5,*,,,*,,,10,7.6,3.3,*,,,*,,,22,5.1,3,*,*,*
2023,Manhattan Early College School for Advertising,71M280,3,38,5,12,7,4.6,26,6.5,3.1,*,,,*,,,9,8.8,3.6,*,,,*,,,22,5.6,3.6,*,*,*
2020,Manhattan International High School,71M459,2,22,6,9,8,6.4,13,9.9,7.5,*,*,*,8,11.6,7.8,*,,,*,*,*,*,,,9,9.6,8.5,*,*,*
2021,Manhattan International High School,71M459,2,21,6,9,9,7.4,12,10.1,7.4,*,,,8,12.6,8.8,*,,,*,,,*,,,8,9.4,8.1,*,*,*
2022,Manhattan International High School,71M459,2,21,6,9,10,8.3,12,11,8.4,*,,,6,13,8.9,*,,,*,,,*,,,7,9.9,8.4,*,*,*
2023,Manhattan International High School,71M459,3,23,7,8,6.3,4.8,15,9.9,7.6,*,,,7,12.1,8.6,*,,,*,,,*,,,7,7.3,6,*,*,*
2020,Marble Hill High School for International Studies,72X477,3,32,9,12,11.5,8.2,20,9.6,5.9,*,*,*,5,6.2,6.2,*,,,*,*,*,8,10.2,6.4,17,11.4,7.2,*,*,*
2021,Marble Hill High School for International Studies,72X477,3,32,9,12,12.5,9.2,20,10.8,6.9,*,,,*,,,*,,,*,,,9,10.7,6.6,16,12.1,7.7,*,*,*
2022,Marble Hill High School for International Studies,72X477,3,34,10,13,13,9.1,21,12,7.6,*,,,*,,,*,,,*,,,9,12.6,7.6,18,12.5,7.7,*,*,*
2023,Marble Hill High School for International Studies,72X477,3,33,10,12,14.7,10.4,21,11.7,7.2,*,,,*,,,*,,,*,,,9,10.2,6.9,17,14.1,8,*,*,*
2020,Martin Van Buren High School,77Q435,9,71,20,29,17.5,12.5,42,15.7,11.9,*,*,*,11,18.4,14.4,7,18.4,9.3,*,*,*,9,17.1,9.9,43,15.7,12.7,*,*,*
2021,Martin Van Buren High School,77Q435,9,68,18,27,18.1,13.3,41,15.5,12,*,,,11,19.4,15.4,6,18.6,10.6,*,,,9,15,9.2,41,16,12.9,*,*,*
2022,Martin Van Buren High School,77Q435,9,73,18,28,19,13.8,45,15.4,11.7,*,,,11,20.4,16.3,8,16.1,8.7,*,,,9,15.6,9.8,42,16.1,13.1,*,*,*
2023,Martin Van Buren High School,77Q435,9,71,18,25,19.7,14.7,46,14,10.3,*,,,11,20.6,14.8,8,15.6,7.4,*,,,9,13.6,8,41,15.9,13.1,*,*,*
2020,Maspeth High School,77Q585,4,65,11,33,5.9,4,32,3.7,3,*,*,*,12,4.7,3.2,*,,,*,*,*,7,6,2.8,44,4.7,3.7,*,*,*
2021,Maspeth High School,77Q585,3,68,13,37,7.6,3.7,31,4,3.1,*,,,12,5.3,3.8,*,,,*,,,7,9.4,3.6,45,5.8,3.4,*,*,*
2022,Maspeth High School,77Q585,4,72,11,34,8.6,3.8,38,4.7,3.2,*,,,14,6.8,3.8,*,,,*,,,7,7.6,2.3,50,6.3,3.4,*,*,*
2023,Maspeth High School,77Q585,4,75,16,34,8.5,4.9,41,5.3,3.7,*,,,14,5.5,4.4,*,,,*,,,8,8.9,2.9,52,6.7,4.3,*,*,*
2020,"Mathematics, Science Research and Technology Magnet High School",77Q492,3,23,7,9,5.9,4,14,11.2,2.1,*,*,*,*,,,11,10.2,2.3,*,*,*,*,,,7,4.6,1.7,*,*,*
2021,"Mathematics, Science Research and Technology Magnet High School",77Q492,3,24,7,12,5.7,3.6,12,11.5,3,*,,,*,,,9,8.3,2.9,*,,,*,,,8,5.1,2.4,*,*,*
2022,"Mathematics, Science Research and Technology Magnet High School",77Q492,3,26,6,10,6,2,16,10.8,3,*,,,*,,,11,7.6,3.2,*,,,*,,,8,8.6,2.6,*,*,*
2023,"Mathematics, Science Research and Technology Magnet High School",77Q492,3,28,7,11,7,2.8,17,9.4,3.1,*,,,5,10.3,1.5,11,7,3.6,*,,,*,,,8,7.5,2.9,*,*,*
2020,Medgar Evers College Preparatory School,73K590,7,66,10,33,15,9.6,33,11.6,7.4,*,*,*,8,7.8,6,37,17.9,10.9,*,*,*,*,,,15,8.3,6.1,*,*,*
2021,Medgar Evers College Preparatory School,73K590,7,71,9,34,14,9.4,37,10.8,6.7,*,,,8,8.4,6.7,37,16.7,10.6,*,,,*,,,17,8.6,5.9,*,*,*
2022,Medgar Evers College Preparatory School,73K590,6,75,13,35,15.5,9.7,40,9.4,5.8,*,,,8,9.1,7.4,43,15.9,9.4,*,,,5,5.7,4.7,17,7.5,4.8,*,*,*
2023,Medgar Evers College Preparatory School,73K590,7,65,13,33,15.6,9.9,32,11.5,7.4,*,,,8,5.8,4.7,39,17.3,10.4,*,,,5,6.7,5.7,12,10.7,7.6,*,*,*
2020,Metropolitan Expeditionary Learning School,28Q167,3,70,15,20,5.7,4.1,50,6.4,4.1,*,*,*,9,4,3,9,5.7,4.5,*,*,*,7,6.3,2.7,41,6.7,4.5,*,*,*
2021,Metropolitan Expeditionary Learning School,28Q167,3,69,15,20,6.6,5.1,49,7.5,5.2,*,,,8,4.8,4.3,10,6,4.9,*,,,7,7.3,3.7,39,7.9,5.8,5,8,4.3
2022,Metropolitan Expeditionary Learning School,28Q167,3,70,13,23,5.6,4,47,7.4,5.4,*,,,9,3.2,2.7,10,3.9,3.6,*,,,9,6.9,3.7,37,8.2,6.1,5,8.9,5.1
2023,Metropolitan Expeditionary Learning School,28Q167,3,70,17,24,7,4.6,46,7.6,5.5,*,,,9,5.2,3.5,10,5.6,4.4,*,,,12,5.4,3.2,37,8.9,6.6,*,*,*
2020,Metropolitan High School,72X248,3,30,10,14,10.1,2.9,16,6.7,1.7,*,*,*,*,,,10,6.3,1.9,*,*,*,7,8.9,1.8,10,8.4,3.2,*,*,*
2021,Metropolitan High School,72X248,3,25,5,11,13.2,3.3,14,9.3,2.7,*,,,*,,,11,8.7,2.3,*,,,5,13.4,3.5,7,10.3,3.6,*,*,*
2022,Metropolitan High School,72X248,3,20,5,10,15.7,3.7,10,9,3.7,*,,,*,,,9,9.9,2.9,*,,,*,,,6,12.1,4.4,*,*,*
2023,Metropolitan High School,72X248,3,20,6,10,17.8,3.1,10,11.3,4.4,*,,,*,,,8,12,3.1,*,,,*,,,6,14,4,*,*,*
2020,Middle College High School at LaGuardia Community College,77Q520,3,22,7,13,16.1,12.8,9,11.7,10.7,*,*,*,*,,,*,,,*,*,*,5,9.3,8.7,11,16.2,12.7,*,*,*
2021,Middle College High School at LaGuardia Community College,77Q520,3,23,7,13,15.8,13.3,10,11.5,10.6,*,,,*,,,*,,,*,,,6,8.7,8.2,10,14.2,11.3,*,*,*
2022,Middle College High School at LaGuardia Community College,77Q520,3,25,8,13,16,13.6,12,13.5,9.6,*,,,*,,,*,,,*,,,7,8.7,7.9,12,17.3,12.2,*,*,*
2023,Middle College High School at LaGuardia Community College,77Q520,3,27,8,14,15.9,13.6,13,13.4,9.9,*,,,*,,,*,,,*,,,7,9.8,8.9,14,15.7,11.4,*,*,*
2020,Midwood High School,73K405,14,208,49,85,13.2,10.6,123,10.1,6.8,*,*,*,13,4.4,2.8,39,12.9,7.4,*,*,*,12,13.5,9.8,140,11.5,9,*,*,*
2021,Midwood High School,73K405,15,203,47,86,13.8,11.1,117,11,8,*,,,13,5.4,3.8,37,14.1,8.8,*,,,15,11.8,8.9,132,12.5,10.2,*,*,*
2022,Midwood High School,73K405,12,215,47,88,13.7,10.9,127,9.9,7,*,,,15,5.2,3.9,43,12.3,7.8,*,,,19,9.4,6.6,134,12.2,9.8,*,*,*
2023,Midwood High School,73K405,12,227,52,94,12.3,9.9,133,9.8,7,*,,,20,6.4,4.1,38,12,7.6,*,,,23,9,6.4,142,11.5,9.4,*,*,*
2020,Millennium Art Academy,72X312,3,36,7,9,11.1,7.4,27,10.3,4.6,*,*,*,*,,,6,10.2,5.6,*,*,*,11,9,3.5,18,11.8,6.4,*,*,*
2021,Millennium Art Academy,72X312,3,35,8,9,12.1,8.4,26,11.7,5.7,*,,,*,,,6,11.2,6.6,*,,,11,10,4.5,17,13.4,7.8,*,*,*
2022,Millennium Art Academy,72X312,3,36,7,9,11,8.1,27,13.9,6.2,*,,,*,,,5,14,8.6,*,,,11,13.1,5.3,18,13.1,7.6,*,*,*
2023,Millennium Art Academy,72X312,3,36,6,12,9.1,6.9,24,12.7,6.4,*,,,*,,,5,12.3,8.9,*,,,10,10.2,5.1,18,12.3,7.5,*,*,*
2020,Morris Academy for Collaborative Studies,72X297,4,36,9,15,6.3,4.4,21,7.9,5.5,*,*,*,*,,,6,9.9,9.7,*,*,*,10,4.4,2.3,16,7.5,5.3,*,*,*
2021,Morris Academy for Collaborative Studies,72X297,4,34,9,14,4.2,3.5,20,9.3,6.8,*,,,*,,,5,10.1,9.8,*,,,9,5,2.9,15,7.2,5.9,*,*,*
2022,Morris Academy for Collaborative Studies,72X297,4,38,10,17,5.1,3.5,21,10.2,7.5,*,,,*,,,8,9.5,8,*,,,9,5.7,3.7,16,7.9,5.8,*,*,*
2023,Morris Academy for Collaborative Studies,72X297,3,38,10,17,5.2,3.4,21,10.4,7.7,*,,,*,,,7,11,9.3,*,,,9,6.8,4.8,15,6.8,5.4,*,*,*
2020,Mott Hall Bronx High School,72X252,2,28,5,10,5.1,1.9,18,5.8,3.7,*,*,*,*,,,7,4.4,1.9,*,*,*,6,3.2,1.5,12,8.7,5.1,*,*,*
2021,Mott Hall Bronx High School,72X252,2,27,5,10,6.1,2.8,17,6.8,4.5,*,,,*,,,7,5.4,2.9,*,,,6,4.2,2.5,11,9.9,6,*,*,*
2022,Mott Hall Bronx High School,72X252,2,29,6,16,5.8,2.3,13,5.6,4.5,*,,,*,,,7,4.5,2.5,*,,,6,1.6,1.4,14,8.5,4.6,*,*,*
2023,Mott Hall Bronx High School,72X252,2,31,7,16,6.4,3.3,15,5.9,4.4,*,,,*,,,7,5.6,3.6,*,,,8,2,1.5,13,9.8,5.6,*,*,*
2020,Mott Hall High School,71M304,3,17,8,7,7.6,2.9,10,8.4,2,*,*,*,*,,,*,,,*,*,*,*,,,8,5.7,2.5,*,*,*
2021,Mott Hall High School,71M304,1,14,4,6,10.9,4.3,8,7.4,2.2,*,,,*,,,*,,,*,,,*,,,7,7.2,3.6,*,*,*
2022,Mott Hall High School,71M304,2,18,3,7,7.9,3.4,11,7.6,1.9,*,,,*,,,5,10.1,1.8,*,,,5,8.5,1.5,7,3.2,2.8,*,*,*
2023,Mott Hall High School,71M304,2,17,6,6,7.5,4.4,11,8.5,2.4,*,,,*,,,6,9.9,2.4,*,,,*,,,6,4.4,3.9,*,*,*
2020,Mott Hall V,12X242,3,55,11,19,6,4.7,36,8.5,5.2,*,*,*,*,,,11,4.4,3.2,*,*,*,12,8.9,6.1,27,7.2,4.9,*,*,*
2021,Mott Hall V,12X242,3,58,13,18,8.1,5.7,40,8.8,5.7,*,,,*,,,12,5.3,3.9,*,,,15,9.6,6,25,8.6,6.1,*,*,*
2022,Mott Hall V,12X242,4,58,18,18,8.8,6.4,40,9.3,6,*,,,*,,,12,6.6,4.3,*,,,15,10.1,6.4,25,9.4,6.9,*,*,*
2023,Mott Hall V,12X242,3,58,18,18,9,6.6,40,8.8,6.2,*,,,*,,,10,7.9,5.1,*,,,20,9.8,6.1,23,8.3,7,*,*,*
2020,Mott Haven Community High School,72X557,3,23,5,10,12.5,3.4,13,10.2,4.1,*,*,*,*,,,8,12.3,2.4,*,*,*,6,10.8,4.5,6,11.2,4.6,*,*,*
2021,Mott Haven Community High School,72X557,3,21,5,11,14.2,4,10,12.4,4.7,*,,,*,,,8,13.3,3.4,*,,,6,11.8,5.5,5,16.3,4.7,*,*,*
2022,Mott Haven Community High School,72X557,3,24,7,11,14.1,4.4,13,10.1,3.3,*,,,*,,,9,7.6,2.3,*,,,5,13.1,6.1,7,15.9,4.1,*,*,*
2023,Mott Haven Community High School,72X557,3,25,8,11,15.1,5.5,14,11.7,3.4,*,,,*,,,10,9.6,3,*,,,*,,,8,16.2,4.1,*,*,*
2020,Mott Haven Village Preparatory High School,72X473,3,27,10,10,4,3.7,17,8.9,4.7,*,*,*,*,,,5,7.1,4.1,*,*,*,5,7.3,1.5,17,7.1,5.2,*,*,*
2021,Mott Haven Village Preparatory High School,72X473,3,22,9,8,6.7,5.9,14,8.8,6.1,*,,,*,,,*,,,*,,,*,,,16,7.7,6.2,*,*,*
2022,Mott Haven Village Preparatory High School,72X473,3,19,13,7,7.9,7,12,12.3,6.8,*,,,*,,,*,,,*,,,*,,,13,9.2,7.3,*,*,*
2023,Mott Haven Village Preparatory High School,72X473,3,17,13,6,9.9,8.8,11,11.9,6.8,*,,,*,,,*,,,*,,,*,,,11,10.8,8.5,*,*,*
2020,Multicultural High School,73K583,2,21,5,8,10,6.4,13,2.5,2.7,*,*,*,*,,,*,,,*,*,*,14,3.4,3.1,*,,,*,*,*
2021,Multicultural High School,73K583,2,22,5,9,9.8,6.6,13,3.5,3.7,*,,,*,,,*,,,*,,,15,4.1,3.9,*,,,*,*,*
2022,Multicultural High School,73K583,3,24,6,11,8.8,6.2,13,3.6,3.7,*,,,*,,,*,,,*,,,17,4.1,3.8,*,,,*,*,*
2023,Multicultural High School,73K583,2,23,6,10,7.6,4.7,13,4.3,2.9,*,,,6,6,2.2,*,,,*,,,13,3.3,2.9,*,,,*,*,*
2020,Murray Hill Academy,71M432,2,25,6,11,7.2,4.5,14,6.9,4.2,*,*,*,*,,,*,,,*,*,*,6,6.6,3.8,13,8.5,4.9,*,*,*
2021,Murray Hill Academy,71M432,2,21,5,9,8.1,4.9,12,8.9,5.9,*,,,*,,,*,,,*,,,5,9.1,5.7,10,10.3,5.8,*,*,*
2022,Murray Hill Academy,71M432,2,23,6,8,11.3,5.6,15,10.2,5.2,*,,,*,,,*,,,*,,,*,,,12,13.4,5.5,*,*,*
2023,Murray Hill Academy,71M432,2,20,7,8,12.3,6.6,12,11.9,6.6,*,,,*,,,*,,,*,,,*,,,12,14.4,6.6,*,*,*
2020,Murry Bergtraum High School for Business Careers,71M520,0,13,6,8,17.3,11.2,5,10.4,6.6,*,*,*,*,,,*,,,*,*,*,*,,,5,15.3,7.9,*,*,*
2021,Murry Bergtraum High School for Business Careers,71M520,1,11,6,6,18,10.2,5,11.1,7.1,*,,,*,,,*,,,*,,,*,,,5,16.9,7.6,*,*,*
2022,Murry Bergtraum High School for Business Careers,71M520,1,17,6,9,21.1,14.2,8,12.9,8.3,*,,,*,,,*,,,*,,,5,10.3,6.8,6,23.1,13.2,*,*,*
2023,Murry Bergtraum High School for Business Careers,71M520,1,15,6,8,21.7,16.7,7,11.3,6.9,*,,,5,14.7,11.3,*,,,*,,,*,,,5,24,16.5,*,*,*
2020,N.Y.C. Museum School,71M414,3,30,5,10,9.6,3.5,20,8.9,3.5,*,*,*,*,,,*,,,*,*,*,*,,,19,8.9,4.3,*,*,*
2021,N.Y.C. Museum School,71M414,2,30,7,10,11.4,4.1,20,10.2,4.3,*,,,*,,,*,,,*,,,*,,,20,10.5,4.9,*,*,*
2022,N.Y.C. Museum School,71M414,3,33,8,11,12.4,4.6,22,11.5,4.4,*,,,*,,,*,,,*,,,6,10.3,2.5,19,11.5,5.8,*,*,*
2023,N.Y.C. Museum School,71M414,3,32,8,11,13.5,5.6,21,13.4,5.3,*,,,*,,,*,,,*,,,6,11.2,3.4,17,13.5,7.1,*,*,*
2020,Nelson Mandela High School,73K765,2,16,3,9,10.7,2.7,7,11.2,3.4,*,*,*,*,,,13,11.4,2.9,*,*,*,*,,,*,,,*,*,*
2021,Nelson Mandela High School,73K765,1,22,3,10,11.2,3.3,12,12.7,2.6,*,,,*,,,15,13.1,3.5,*,,,*,,,*,,,*,*,*
2022,Nelson Mandela High School,73K765,2,18,4,7,13.2,4.7,11,10.9,3.1,*,,,*,,,10,14,4.7,*,,,*,,,*,,,*,*,*
2023,Nelson Mandela High School,73K765,1,17,4,6,14.3,5.8,11,12,4.2,*,,,*,,,10,15,5.8,*,,,*,,,*,,,*,*,*
2020,New Design High School,71M543,2,39,4,12,10,6.9,27,7,3.8,*,*,*,*,,,*,,,*,*,*,*,,,31,8.7,5.4,*,*,*
2021,New Design High School,71M543,3,41,7,13,10.2,7.3,28,7.5,4.1,*,,,*,,,*,,,*,,,5,5.8,0.6,30,9.4,6.3,*,*,*
2022,New Design High School,71M543,3,49,9,17,8.5,6.4,32,9.2,4.2,*,,,*,,,*,,,*,,,5,6.8,1.6,36,10.3,5.9,*,*,*
2023,New Design High School,71M543,3,47,9,16,9.7,7.2,31,9.9,5.3,*,,,*,,,*,,,*,,,7,5.6,1.9,33,11.1,7.2,*,*,*
2020,New Dorp High School,76R440,13,192,80,79,11.5,9.4,113,10.6,8.9,*,*,*,8,11.3,9.4,*,,,*,*,*,14,10.8,8.6,155,11,9.2,11,7.8,7.5
2021,New Dorp High School,76R440,12,188,87,77,12.1,9.9,111,10.6,9.3,*,,,8,12.3,10.4,*,,,*,,,12,11.4,10.1,152,11.1,9.5,12,8.8,7.8
2022,New Dorp High School,76R440,11,206,93,87,11,9.1,119,9.8,8.8,*,,,9,11,9.1,5,16.2,11.6,*,,,11,9.1,8.3,170,10.2,8.9,10,10.6,8.8
2023,New Dorp High School,76R440,13,209,101,89,11.2,9.4,120,9.4,8.2,*,,,9,12.7,11.1,*,,,*,,,14,8.1,7.4,169,10.2,8.8,10,9.7,8.5
2020,New Utrecht High School,73K445,12,209,56,75,12.1,9.5,134,11,8.6,*,*,*,37,8.6,6.3,15,15.2,9.4,*,*,*,20,10.4,7.5,132,12.2,10,5,5,4.1
2021,New Utrecht High School,73K445,12,204,54,73,12.9,10.3,131,11.7,9.3,*,,,33,9.1,7.5,15,16.2,10.4,*,,,22,10.9,7.9,128,12.8,10.6,5,6,5.1
2022,New Utrecht High School,73K445,12,210,55,75,12.9,10.4,135,11.4,9,*,,,36,8.8,7.4,16,16.1,10.7,*,,,23,11.1,8.4,131,12.4,10.2,*,*,*
2023,New Utrecht High School,73K445,12,204,50,73,12.3,10,131,12.2,9.9,*,,,37,9,7.7,14,15.7,10.2,*,,,24,11.7,9.1,124,12.9,10.9,*,*,*
2020,New World High School,72X513,3,25,6,10,8.6,8.3,15,6.8,6.4,*,*,*,*,,,*,,,*,*,*,5,7,6.7,16,7.6,7.3,*,*,*
2021,New World High School,72X513,3,25,7,9,10.5,10.1,16,7.9,7.5,*,,,*,,,*,,,*,,,5,8,7.7,16,8.6,8.3,*,*,*
2022,New World High School,72X513,3,22,5,8,11,10.5,14,8.8,8.3,*,,,*,,,*,,,*,,,5,8.9,8.7,13,9.2,8.9,*,*,*
2023,New World High School,72X513,3,22,5,7,14,13.5,15,10.1,9.7,*,,,*,,,*,,,*,,,5,10,9.7,14,11,10.8,*,*,*
2020,Newcomers High School,77Q555,4,50,5,20,16.8,15.4,30,17.3,14.2,*,*,*,*,,,*,,,*,*,*,22,16.9,14.2,22,18,15.8,*,*,*
2021,Newcomers High School,77Q555,4,51,8,17,18.2,16.7,34,17.7,13.3,*,,,*,,,*,,,*,,,22,17.9,14.2,22,19.1,16.7,*,*,*
2022,Newcomers High School,77Q555,4,47,10,13,16.5,12.7,34,16.8,11.6,*,,,*,,,5,13.6,4.6,*,,,23,16.8,12.7,17,18,14.2,*,*,*
2023,Newcomers High School,77Q555,6,71,12,24,11,7.7,47,10.7,7.5,*,,,8,3.1,0.5,5,13,5,*,,,29,12.8,9.3,27,11.3,8.8,*,*,*
2020,Newtown High School,77Q455,12,108,25,40,15.3,13.1,68,11.8,9.9,*,*,*,19,13.1,10.6,7,17.5,13.1,*,*,*,25,14.3,11.3,50,12.5,11.4,5,6.1,4.7
2021,Newtown High School,77Q455,11,107,26,38,15.9,13.6,69,12.5,10.7,*,,,19,14.1,11.5,9,14.4,11,*,,,24,13.9,10.9,47,13.9,12.8,6,6,4.7
2022,Newtown High School,77Q455,13,102,26,37,14.8,12,65,13,11.1,*,,,22,14.1,10.9,9,15.4,12,*,,,26,12.4,10.1,41,13.6,12.1,*,*,*
2023,Newtown High School,77Q455,12,107,29,40,14.1,11.6,67,11.9,10.2,*,,,23,13.3,10.3,9,16.4,13,*,,,26,11.3,9.2,45,12.1,10.8,*,*,*
2020,NYC iSchool,71M376,2,35,4,14,8.4,5,21,8.8,4.4,*,*,*,*,,,*,,,*,*,*,6,3.4,2.5,24,10.4,5.5,*,*,*
2021,NYC iSchool,71M376,2,34,5,13,9.4,5.9,21,9.2,5,*,,,*,,,*,,,*,,,5,3,2.6,24,11.3,6.4,*,*,*
2022,NYC iSchool,71M376,3,36,7,15,8.1,4.9,21,9.1,4.9,*,,,*,,,*,,,*,,,7,4.8,3.1,22,11.5,6.7,*,*,*
2023,NYC iSchool,71M376,2,37,8,15,8.9,5.5,22,9.2,5.2,*,,,*,,,*,,,*,,,9,5,3.3,21,12.4,7.5,*,*,*
2020,Olympus Academy,73K635,2,17,3,5,7.2,6.8,12,7.4,4.5,*,*,*,*,,,5,5.4,5,*,*,*,*,,,9,8.3,5.3,*,*,*
2021,Olympus Academy,73K635,2,17,4,5,8.2,7.8,12,8.4,5.5,*,,,*,,,5,6.3,5.9,*,,,*,,,9,9.4,6.3,*,*,*
2022,Olympus Academy,73K635,2,17,5,5,9.2,8.7,12,8.5,5.9,*,,,*,,,6,6.4,6.1,*,,,*,,,9,10.3,7.2,*,*,*
2023,Olympus Academy,73K635,2,16,5,*,,,*,,,*,,,*,,,6,6.6,6.3,*,,,*,,,7,11.4,7.4,*,*,*
2020,Orchard Collegiate Academy,71M292,2,20,5,12,8.4,4.7,8,7.3,2.8,*,*,*,5,4.2,3.2,*,,,*,*,*,*,,,9,11.2,5.7,*,*,*
2021,Orchard Collegiate Academy,71M292,2,21,4,12,9.4,5.7,9,7.9,3.9,*,,,5,5.2,4.2,*,,,*,,,*,,,9,12.2,6.7,*,*,*
2022,Orchard Collegiate Academy,71M292,2,26,6,13,11.4,6.2,13,6.5,3.4,*,,,6,5.8,4.3,*,,,*,,,*,,,12,9.9,5.8,*,*,*
2023,Orchard Collegiate Academy,71M292,2,25,5,14,11.2,6.2,11,7.9,4.2,*,,,5,6.8,5,*,,,*,,,*,,,13,9.6,5.7,*,*,*
2020,Origins High School,73K611,3,35,8,18,6.8,3.6,17,4.1,2.3,*,*,*,*,,,8,5.3,2.6,*,*,*,*,,,21,4.9,3,*,*,*
2021,Origins High School,73K611,3,34,10,17,7.9,4.6,17,5.1,3.2,*,,,*,,,7,6.6,3.7,*,,,*,,,20,6,4.1,*,*,*
2022,Origins High School,73K611,3,36,9,18,7.6,4.8,18,4.9,3.2,*,,,5,2.5,2.3,7,6.1,3.2,*,,,*,,,20,6,4.6,*,*,*
2023,Origins High School,73K611,3,38,9,19,7.7,4.8,19,5.5,3.7,*,,,5,2.9,2.9,8,6.2,3.2,*,,,*,,,21,6.9,5,*,*,*
2020,Pace High School,71M298,4,42,5,20,11,6.5,22,10.2,5.6,*,*,*,*,,,9,13.1,5.6,*,*,*,9,8.2,4,18,11.5,7.3,*,*,*
2021,Pace High School,71M298,4,39,6,20,12,7.5,19,11.3,6.2,*,,,*,,,9,12.4,5.1,*,,,8,8.9,4.3,16,13.7,9.1,*,*,*
2022,Pace High School,71M298,4,42,7,21,12.4,8.1,21,10.3,5.4,*,,,*,,,10,11.4,4,*,,,9,8.8,4.6,18,12.9,8.7,*,*,*
2023,Pace High School,71M298,4,45,8,22,12.5,8.5,23,10.4,5.7,*,,,*,,,8,14,5.6,*,,,9,9,4.9,22,12.1,8.1,*,*,*
2020,Pan American International High School,77Q296,3,31,5,15,8.5,5.1,16,7.4,3.8,*,*,*,*,,,*,,,*,*,*,13,10.1,4.5,11,6.6,4.8,*,*,*
2021,Pan American International High School,77Q296,3,30,7,14,9.7,6.3,16,6.3,4.2,*,,,*,,,*,,,*,,,13,8.8,5.1,10,7.4,5.5,*,*,*
2022,Pan American International High School,77Q296,3,30,6,13,9.6,6.4,17,6.6,3.9,*,,,*,,,*,,,*,,,16,7.1,4.6,7,8.7,6.7,*,*,*
2023,Pan American International High School,77Q296,3,31,7,14,10.1,6,17,7.5,4,*,,,*,,,*,,,*,,,18,7.6,4.9,7,10.9,5.9,*,*,*
2020,Park East High School,71M495,3,31,4,14,8.9,6.3,17,10.1,6.9,*,*,*,*,,,*,,,*,*,*,*,,,22,10.7,7.5,*,*,*
2021,Park East High School,71M495,3,31,4,14,9.9,7.3,17,11.1,7.9,*,,,*,,,*,,,*,,,*,,,22,11.7,8.5,*,*,*
2022,Park East High School,71M495,3,36,7,19,11,5.8,17,12.1,8.9,*,,,*,,,*,,,*,,,6,11.3,5.9,26,12.3,7.8,*,*,*
2023,Park East High School,71M495,3,35,8,19,10.1,6.4,16,13.4,10,*,,,*,,,*,,,*,,,8,9.4,5.3,23,13,9.3,*,*,*
2020,Park Slope Collegiate,76K464,2,57,14,15,8.5,6.1,42,10.2,5.6,*,*,*,*,,,14,10.7,4.8,*,*,*,11,8.5,5.4,28,10.1,6.6,*,*,*
2021,Park Slope Collegiate,76K464,3,54,14,15,9.1,6.2,39,10.2,6,*,,,*,,,14,9,4.7,*,,,10,10,6.6,26,10.6,6.9,*,*,*
2022,Park Slope Collegiate,76K464,3,59,17,17,10,7.1,42,10.3,6.2,*,,,*,,,15,8.7,4.7,*,,,11,10.4,7.3,27,11.9,7.9,*,*,*
2023,Park Slope Collegiate,76K464,3,54,13,18,9.3,7.2,36,10.1,6.7,*,,,*,,,13,9.3,5.9,*,,,11,11,7.8,22,11.2,8,*,*,*
2020,Pathways College Preparatory School: A College Board School,77Q259,4,38,8,14,9.2,4.2,24,11.8,7.1,*,*,*,*,,,21,11.1,5.6,*,*,*,*,,,10,9.8,7.8,*,*,*
2021,Pathways College Preparatory School: A College Board School,77Q259,3,41,8,17,8.8,4.3,24,12,7,*,,,5,11.7,5.1,22,11.2,5.7,*,,,*,,,11,9.4,6.7,*,*,*
