Year,School Name,School Type,Regents Exam,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian%,Black%,Hispanic%,White%
2020,Aviation Career & Technical Education High School,Career Technical,Common Core Algebra,20,54.7,85.0,15.0,5.0,0.0,0.0,100.0,0.0
2022,Aviation Career & Technical Education High School,Career Technical,Common Core Algebra,258,78.23,14.33,85.67,60.85,38.37,3.49,48.84,9.3
2023,Aviation Career & Technical Education High School,Career Technical,Common Core Algebra,292,76.18,16.07,83.93,46.92,25.0,0.0,62.33,12.67
2022,Aviation Career & Technical Education High School,Career Technical,Living Environment,313,78.19,14.06,85.94,58.17,38.66,4.15,45.69,11.5
2023,Aviation Career & Technical Education High School,Career Technical,Living Environment,329,74.08,21.89,78.11,40.73,24.62,2.43,60.79,12.16
2023,Aviation Career & Technical Education High School,Career Technical,Common Core English,364,83.14,7.72,92.28,75.82,34.89,2.75,49.73,12.64
2022,Aviation Career & Technical Education High School,Career Technical,Common Core English,417,84.4,5.53,94.47,80.32,35.49,2.4,49.88,12.23
2020,Aviation Career & Technical Education High School,Career Technical,Common Core English,451,83.96,10.0,90.0,81.37,38.8,3.33,47.89,9.98
2022,Baruch College Campus High School,General Academic,Common Core Algebra,39,77.69,10.24,89.76,48.71,35.9,0.0,64.1,0.0
2023,Baruch College Campus High School,General Academic,Common Core Algebra,65,73.48,16.92,83.08,36.91,21.54,21.54,36.92,20.0
2022,Baruch College Campus High School,General Academic,Living Environment,70,80.09,2.87,97.13,55.73,34.29,11.43,40.0,14.29
2022,Baruch College Campus High School,General Academic,Common Core English,106,89.91,0.0,100.0,94.32,29.25,0.0,15.09,55.66
2023,Baruch College Campus High School,General Academic,Common Core English,107,88.12,1.88,98.12,83.18,36.45,0.0,16.82,46.73
2020,Baruch College Campus High School,General Academic,Common Core English,122,90.08,1.65,98.35,92.64,34.43,4.92,12.3,48.36
2020,Bayside High School,General Academic,Living Environment,103,53.59,81.56,18.44,0.98,23.3,26.21,50.49,0.0
2020,Bayside High School,General Academic,Common Core Algebra,241,62.18,53.54,46.46,2.92,13.69,23.65,38.59,24.07
2020,Bayside High School,General Academic,Common Core English,251,69.43,30.69,69.31,37.05,31.87,15.54,33.86,18.73
2022,Bayside High School,General Academic,Common Core Algebra,399,69.04,29.84,70.16,23.57,36.84,16.54,37.09,9.52
2022,Bayside High School,General Academic,Living Environment,446,73.54,22.87,77.13,38.8,44.17,11.66,34.75,9.42
2023,Bayside High School,General Academic,Living Environment,455,70.46,32.08,67.92,32.97,44.18,12.09,33.19,10.55
2022,Bayside High School,General Academic,Common Core English,754,77.61,14.86,85.14,57.32,48.28,9.68,27.98,14.06
2023,Bayside High School,General Academic,Common Core Algebra,778,65.67,43.16,56.84,15.16,34.7,16.32,37.66,11.31
2023,Bayside High School,General Academic,Common Core English,1066,76.73,20.25,79.75,56.2,48.59,10.79,29.92,10.69
2020,Bedford Academy High School,General Academic,Common Core English,24,83.7,0.0,100.0,66.7,0.0,100.0,0.0,0.0
2022,Bedford Academy High School,General Academic,Common Core Algebra,26,76.2,7.7,92.3,53.8,0.0,100.0,0.0,0.0
2020,Bedford Academy High School,General Academic,Living Environment,31,77.82,3.23,96.77,38.72,0.0,80.65,0.0,19.35
2020,Bedford Academy High School,General Academic,Common Core Algebra,33,79.6,3.0,97.0,54.5,0.0,100.0,0.0,0.0
2022,Bedford Academy High School,General Academic,Living Environment,52,79.11,9.6,90.4,53.85,13.46,75.0,11.54,0.0
2023,Bedford Academy High School,General Academic,Living Environment,58,75.73,12.09,87.91,41.36,0.0,72.41,27.59,0.0
2023,Bedford Academy High School,General Academic,Common Core Algebra,71,74.2,14.08,85.92,32.42,0.0,76.06,23.94,0.0
2022,Bedford Academy High School,General Academic,Common Core English,81,86.24,0.0,100.0,82.76,0.0,85.19,14.81,0.0
2023,Bedford Academy High School,General Academic,Common Core English,117,84.43,2.56,97.44,79.45,11.97,75.21,12.82,0.0
2020,Belmont Preparatory High School,General Academic,Living Environment,20,53.8,75.0,25.0,5.0,0.0,0.0,100.0,0.0
2023,Belmont Preparatory High School,General Academic,Living Environment,45,66.73,40.0,60.0,15.56,0.0,24.44,75.56,0.0
2022,Belmont Preparatory High School,General Academic,Living Environment,58,73.03,20.67,79.33,36.23,0.0,20.69,79.31,0.0
2022,Belmont Preparatory High School,General Academic,Common Core Algebra,65,60.02,55.38,44.62,7.68,0.0,20.0,80.0,0.0
2020,Belmont Preparatory High School,General Academic,Common Core English,67,68.51,29.84,70.16,26.89,0.0,19.4,80.6,0.0
2020,Belmont Preparatory High School,General Academic,Common Core Algebra,71,60.71,60.56,39.44,0.0,0.0,22.54,77.46,0.0
2022,Belmont Preparatory High School,General Academic,Common Core English,88,70.61,19.32,80.68,34.06,0.0,26.14,73.86,0.0
2023,Belmont Preparatory High School,General Academic,Common Core English,113,71.59,29.25,70.75,39.83,0.0,16.81,83.19,0.0
2023,Belmont Preparatory High School,General Academic,Common Core Algebra,125,52.67,80.01,19.99,1.63,0.0,18.4,81.6,0.0
2021,Benjamin Banneker Academy,General Academic,Common Core English,11,81.7,9.1,90.9,63.6,0.0,100.0,0.0,0.0
2021,Benjamin Banneker Academy,General Academic,Common Core Algebra,14,59.4,64.3,35.7,0.0,0.0,100.0,0.0,0.0
2020,Benjamin Banneker Academy,General Academic,Living Environment,32,59.25,62.53,37.47,3.15,0.0,75.0,25.0,0.0
2020,Benjamin Banneker Academy,General Academic,Common Core English,49,74.33,16.36,83.64,51.04,0.0,85.71,14.29,0.0
2022,Benjamin Banneker Academy,General Academic,Common Core Algebra,85,69.83,22.36,77.64,11.73,0.0,78.82,21.18,0.0
2020,Benjamin Banneker Academy,General Academic,Common Core Algebra,95,66.48,33.68,66.32,16.87,0.0,86.32,13.68,0.0
2022,Benjamin Banneker Academy,General Academic,Living Environment,102,72.31,18.6,81.4,31.37,0.0,74.51,25.49,0.0
2023,Benjamin Banneker Academy,General Academic,Living Environment,117,69.02,32.47,67.53,21.36,0.0,79.49,20.51,0.0
2022,Benjamin Banneker Academy,General Academic,Common Core English,215,71.05,25.08,74.92,40.5,0.0,79.53,20.47,0.0
2023,Benjamin Banneker Academy,General Academic,Common Core Algebra,249,73.56,12.83,87.17,30.92,3.61,73.9,20.08,2.41
2023,Benjamin Banneker Academy,General Academic,Common Core English,279,79.66,8.64,91.36,59.86,0.0,79.93,20.07,0.0
2020,Benjamin Franklin High School for Finance & Inform,Career Technical,Living Environment,24,51.58,83.3,16.7,0.0,0.0,75.0,25.0,0.0
2020,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core Algebra,32,58.6,65.65,34.35,0.0,0.0,75.0,25.0,0.0
2022,Benjamin Franklin High School for Finance & Inform,Career Technical,Living Environment,55,66.07,45.48,54.52,20.02,18.18,81.82,0.0,0.0
2020,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core English,59,69.22,30.53,69.47,35.57,0.0,77.97,22.03,0.0
2023,Benjamin Franklin High School for Finance & Inform,Career Technical,Living Environment,69,67.47,36.21,63.79,23.2,0.0,84.06,15.94,0.0
2022,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core Algebra,71,57.5,64.79,35.21,1.44,12.68,71.83,15.49,0.0
2022,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core English,73,76.05,19.16,80.84,61.68,17.81,65.75,16.44,0.0
2023,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core English,88,68.09,32.97,67.03,21.61,17.05,64.77,18.18,0.0
2023,Benjamin Franklin High School for Finance & Inform,Career Technical,Common Core Algebra,115,68.93,29.59,70.41,15.66,9.57,73.04,17.39,0.0
2020,Benjamin N. Cardozo High School,General Academic,Living Environment,74,55.15,74.36,25.64,5.41,22.97,48.65,28.38,0.0
2020,Benjamin N. Cardozo High School,General Academic,Common Core Algebra,118,59.13,66.1,33.9,5.92,26.27,45.76,27.97,0.0
2022,Benjamin N. Cardozo High School,General Academic,Living Environment,354,73.88,21.18,78.84,38.69,41.24,22.6,28.25,7.91
2022,Benjamin N. Cardozo High School,General Academic,Common Core Algebra,377,64.7,42.17,57.83,10.37,36.07,24.14,32.36,7.43
2023,Benjamin N. Cardozo High School,General Academic,Common Core Algebra,457,65.92,41.13,58.87,19.03,33.48,24.73,35.67,6.13
2023,Benjamin N. Cardozo High School,General Academic,Living Environment,481,68.29,36.42,63.58,26.63,37.63,26.4,29.94,6.03
2023,Benjamin N. Cardozo High School,General Academic,Common Core English,773,74.16,23.93,76.07,47.22,47.74,18.76,25.36,8.15
2020,Benjamin N. Cardozo High School,General Academic,Common Core English,818,83.54,8.69,91.31,74.98,44.74,20.78,19.8,14.67
2022,Benjamin N. Cardozo High School,General Academic,Common Core English,825,76.18,16.25,83.76,53.81,42.3,23.03,24.97,9.7
2022,Boys and Girls High School,General Academic,Living Environment,61,53.37,75.38,24.62,3.26,0.0,85.25,14.75,0.0
2023,Boys and Girls High School,General Academic,Living Environment,66,54.6,71.2,28.8,9.1,0.0,100.0,0.0,0.0
2022,Boys and Girls High School,General Academic,Common Core English,66,63.87,39.38,60.62,25.74,0.0,80.3,19.7,0.0
2020,Boys and Girls High School,General Academic,Living Environment,70,54.31,75.71,24.29,0.0,0.0,88.57,11.43,0.0
2020,Boys and Girls High School,General Academic,Common Core English,72,63.83,47.2,52.8,13.86,0.0,90.28,9.72,0.0
2022,Boys and Girls High School,General Academic,Common Core Algebra,76,51.33,85.54,14.46,0.0,0.0,80.26,19.74,0.0
2020,Boys and Girls High School,General Academic,Common Core Algebra,100,55.0,71.97,28.03,0.0,0.0,88.0,12.0,0.0
2023,Boys and Girls High School,General Academic,Common Core English,149,67.24,36.27,63.73,24.17,0.0,82.55,17.45,0.0
2023,Boys and Girls High School,General Academic,Common Core Algebra,197,54.14,73.62,26.38,0.0,0.0,82.23,17.77,0.0
2022,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core English,13,67.2,38.5,61.5,15.4,0.0,0.0,100.0,0.0
2020,Bronx Academy for Software Engineering (BASE),Career Technical,Living Environment,40,48.38,89.98,10.02,0.0,0.0,20.0,80.0,0.0
2022,Bronx Academy for Software Engineering (BASE),Career Technical,Living Environment,59,64.82,42.38,57.62,10.18,0.0,22.03,77.97,0.0
2020,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core Algebra,60,51.74,78.29,21.72,1.68,0.0,31.67,68.33,0.0
2023,Bronx Academy for Software Engineering (BASE),Career Technical,Living Environment,69,65.7,40.55,59.45,15.96,0.0,21.74,78.26,0.0
2022,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core Algebra,75,53.77,78.66,21.34,1.37,0.0,24.0,76.0,0.0
2020,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core English,85,70.04,25.89,74.11,44.7,10.59,30.59,58.82,0.0
2023,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core English,90,71.29,26.64,73.36,34.46,0.0,31.11,68.89,0.0
2023,Bronx Academy for Software Engineering (BASE),Career Technical,Common Core Algebra,109,61.86,45.88,54.12,7.32,0.0,24.77,75.23,0.0
2020,Bronx Academy of Health Careers,General Academic,Living Environment,18,51.3,88.9,11.1,0.0,0.0,0.0,100.0,0.0
2020,Bronx Academy of Health Careers,General Academic,Common Core English,56,67.67,37.51,62.49,26.8,0.0,55.36,44.64,0.0
2020,Bronx Academy of Health Careers,General Academic,Common Core Algebra,63,53.5,80.96,19.04,1.57,0.0,49.21,50.79,0.0
2023,Bronx Academy of Health Careers,General Academic,Living Environment,65,59.17,64.63,35.37,7.72,0.0,50.77,49.23,0.0
2022,Bronx Academy of Health Careers,General Academic,Living Environment,67,62.81,47.74,52.26,5.94,0.0,41.79,58.21,0.0
2022,Bronx Academy of Health Careers,General Academic,Common Core Algebra,72,54.51,79.21,20.79,2.79,0.0,41.67,58.33,0.0
2022,Bronx Academy of Health Careers,General Academic,Common Core English,80,62.03,47.5,52.5,13.76,0.0,36.25,63.75,0.0
2023,Bronx Academy of Health Careers,General Academic,Common Core Algebra,102,52.99,74.51,25.49,0.0,0.0,47.06,52.94,0.0
2023,Bronx Academy of Health Careers,General Academic,Common Core English,120,63.98,40.01,59.99,12.49,0.0,43.33,56.67,0.0
2022,Bronx Aerospace High School,General Academic,Living Environment,25,55.49,64.0,36.0,4.03,0.0,28.0,72.0,0.0
2023,Bronx Aerospace High School,General Academic,Common Core Algebra,26,51.1,88.5,11.5,0.0,0.0,0.0,100.0,0.0
2020,Bronx Aerospace High School,General Academic,Living Environment,34,49.64,88.21,11.79,0.0,0.0,55.88,44.12,0.0
2022,Bronx Aerospace High School,General Academic,Common Core Algebra,36,53.39,77.8,22.24,5.58,0.0,44.44,55.56,0.0
2023,Bronx Aerospace High School,General Academic,Living Environment,44,55.91,75.0,25.0,6.84,0.0,47.73,52.27,0.0
2020,Bronx Aerospace High School,General Academic,Common Core Algebra,54,53.37,75.95,24.05,0.0,0.0,46.3,53.7,0.0
2023,Bronx Aerospace High School,General Academic,Common Core English,66,63.91,39.37,60.63,18.2,0.0,37.88,62.12,0.0
2022,Bronx Aerospace High School,General Academic,Common Core English,71,54.35,56.33,43.67,16.91,0.0,43.66,56.34,0.0
2023,Bronx Arena High School,Transfer School,Living Environment,10,61.8,50.0,50.0,20.0,0.0,0.0,100.0,0.0
2022,Bronx Arena High School,Transfer School,Common Core English,10,73.0,30.0,70.0,20.0,0.0,0.0,100.0,0.0
2020,Bronx Arena High School,Transfer School,Common Core Algebra,17,57.5,64.7,35.3,0.0,0.0,0.0,100.0,0.0
2023,Bronx Arena High School,Transfer School,Common Core English,34,62.2,41.17,58.83,8.83,0.0,44.12,55.88,0.0
2020,Bronx Arena High School,Transfer School,Common Core English,42,68.37,28.6,71.4,26.17,0.0,33.33,66.67,0.0
2022,Bronx Bridges High School,General Academic,Common Core English,39,53.46,61.56,38.44,15.41,0.0,17.95,82.05,0.0
2022,Bronx Bridges High School,General Academic,Living Environment,69,62.03,56.52,43.48,8.69,13.04,8.7,78.26,0.0
2022,Bronx Bridges High School,General Academic,Common Core Algebra,69,65.53,40.59,59.41,10.11,13.04,13.04,73.91,0.0
2020,Bronx Bridges High School,General Academic,Common Core Algebra,87,59.54,54.02,45.98,3.44,12.64,0.0,87.36,0.0
2020,Bronx Bridges High School,General Academic,Common Core English,88,58.86,56.79,43.21,15.94,11.36,0.0,88.64,0.0
2020,Bronx Bridges High School,General Academic,Living Environment,129,54.49,75.22,24.78,2.32,10.85,6.2,82.95,0.0
2023,Bronx Bridges High School,General Academic,Living Environment,129,63.31,40.32,59.68,9.32,5.43,13.18,81.4,0.0
2023,Bronx Bridges High School,General Academic,Common Core Algebra,131,68.77,24.45,75.55,14.53,0.0,9.16,90.84,0.0
2023,Bronx Bridges High School,General Academic,Common Core English,156,52.78,56.44,43.56,12.8,8.33,8.97,82.69,0.0
2021,Bronx Career and College Preparatory High School,General Academic,Common Core Algebra,19,54.09,78.92,21.08,5.27,0.0,31.58,68.42,0.0
2021,Bronx Career and College Preparatory High School,General Academic,Living Environment,20,47.26,89.99,10.01,0.0,0.0,30.0,70.0,0.0
2023,Bronx Career and College Preparatory High School,General Academic,Living Environment,20,47.52,84.98,15.02,5.01,0.0,35.0,65.0,0.0
2023,Bronx Career and College Preparatory High School,General Academic,Common Core English,42,55.88,64.27,35.73,11.89,0.0,47.62,52.38,0.0
2020,Bronx Career and College Preparatory High School,General Academic,Living Environment,45,46.96,88.89,11.11,0.0,0.0,44.44,55.56,0.0
2022,Bronx Career and College Preparatory High School,General Academic,Living Environment,48,55.1,70.85,29.15,4.16,0.0,37.5,62.5,0.0
2023,Bronx Career and College Preparatory High School,General Academic,Common Core Algebra,49,52.76,81.61,18.39,2.03,0.0,28.57,71.43,0.0
2022,Bronx Career and College Preparatory High School,General Academic,Common Core Algebra,54,57.0,66.67,33.33,3.73,0.0,33.33,66.67,0.0
2020,Bronx Career and College Preparatory High School,General Academic,Common Core Algebra,56,56.32,69.66,30.34,3.53,0.0,39.29,60.71,0.0
2021,Bronx Career and College Preparatory High School,General Academic,Common Core English,63,52.1,63.46,36.54,14.24,0.0,26.98,73.02,0.0
2022,Bronx Career and College Preparatory High School,General Academic,Common Core English,104,51.01,64.41,35.59,8.64,0.0,37.5,62.5,0.0
2020,Bronx Career and College Preparatory High School,General Academic,Common Core English,141,56.47,51.06,48.98,16.3,0.0,34.04,65.96,0.0
2020,Bronx Center for Science and Mathematics,General Academic,Common Core Algebra,15,62.3,53.3,46.7,0.0,0.0,0.0,100.0,0.0
2023,Bronx Center for Science and Mathematics,General Academic,Living Environment,52,63.9,53.8,46.2,13.5,0.0,0.0,100.0,0.0
2022,Bronx Center for Science and Mathematics,General Academic,Living Environment,62,68.45,40.35,59.65,27.43,0.0,32.26,67.74,0.0
2021,Bronx Center for Science and Mathematics,General Academic,Common Core English,64,79.33,12.5,87.5,57.78,0.0,23.44,76.56,0.0
2022,Bronx Center for Science and Mathematics,General Academic,Common Core Algebra,77,61.45,54.54,45.46,3.92,0.0,31.17,68.83,0.0
2023,Bronx Center for Science and Mathematics,General Academic,Common Core Algebra,94,62.56,51.09,48.95,8.54,0.0,34.04,65.96,0.0
2023,Bronx Center for Science and Mathematics,General Academic,Common Core English,95,77.69,12.65,87.35,48.41,10.53,29.47,60.0,0.0
2020,Bronx Center for Science and Mathematics,General Academic,Common Core English,111,84.45,7.19,92.81,71.18,7.21,18.02,74.77,0.0
2022,Bronx Collaborative High School,General Academic,Common Core English,102,55.96,55.87,44.13,16.66,0.0,26.47,73.53,0.0
2023,Bronx Collaborative High School,General Academic,Common Core English,123,64.38,46.32,53.68,25.21,0.0,24.39,75.61,0.0
2020,Bronx Collaborative High School,General Academic,Common Core English,159,64.98,38.37,61.63,30.83,0.0,23.27,70.44,6.29
2021,Bronx Collegiate Academy,General Academic,Common Core Algebra,13,71.5,15.4,84.6,30.8,0.0,0.0,100.0,0.0
2020,Bronx Collegiate Academy,General Academic,Living Environment,30,50.8,83.3,16.7,0.0,0.0,0.0,100.0,0.0
2021,Bronx Collegiate Academy,General Academic,Common Core English,55,67.09,30.91,69.09,23.63,0.0,43.64,56.36,0.0
2023,Bronx Collegiate Academy,General Academic,Living Environment,96,64.2,40.6,59.4,11.44,0.0,32.29,67.71,0.0
2022,Bronx Collegiate Academy,General Academic,Living Environment,110,68.05,26.36,73.64,20.01,0.0,27.27,72.73,0.0
2022,Bronx Collegiate Academy,General Academic,Common Core Algebra,113,61.58,54.85,45.15,2.64,0.0,26.55,73.45,0.0
2020,Bronx Collegiate Academy,General Academic,Common Core Algebra,135,56.07,75.56,24.44,2.96,0.0,25.93,74.07,0.0
2020,Bronx Collegiate Academy,General Academic,Common Core English,185,57.76,57.34,42.66,13.54,0.0,23.24,76.76,0.0
2023,Bronx Collegiate Academy,General Academic,Common Core Algebra,189,64.85,35.99,64.01,3.68,0.0,26.98,73.02,0.0
