School Name,Regents Exam,Year,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Period,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,School Type,School Level,latitude,longitude,formatted_address,ZIP Code,Neighborhood
August Martin High School,Common Core Algebra,2023,162,64.29,35.77,64.23,4.95,COVID,10.49,62.96,26.54,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core Algebra,2018,170,60.28,52.96,47.04,1.75,pre-COVID,11.18,77.06,11.76,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Living Environment,2023,175,58.16,63.43,36.57,8.02,COVID,12.57,62.86,24.57,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
August Martin High School,Common Core Algebra,2017,200,61.59,60.5,39.5,2.0,pre-COVID,10.0,75.5,14.5,0.0,General Academic,High school,40.673949,-73.782684,156-10 BAISLEY BOULEVARD,11434,Jamaica
Aviation Career & Technical Education High School,Common Core English,2021,13,87.9,7.7,92.3,92.3,COVID,0.0,0.0,100.0,0.0,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2020,20,54.7,85.0,15.0,5.0,COVID,0.0,0.0,100.0,0.0,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2022,258,78.23,14.33,85.67,60.85,COVID,38.37,3.49,48.84,9.3,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Living Environment,2019,279,80.37,11.47,88.53,67.35,pre-COVID,40.5,4.66,46.24,8.6,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2023,292,76.18,16.07,83.93,46.92,COVID,25.0,0.0,62.33,12.67,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2019,295,77.53,14.23,85.77,58.97,pre-COVID,30.51,4.75,55.59,9.15,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Living Environment,2018,295,80.81,9.17,90.83,65.08,pre-COVID,38.98,4.41,46.78,9.83,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2018,301,77.92,13.62,86.38,58.49,pre-COVID,35.88,3.99,49.5,10.63,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Living Environment,2022,313,78.19,14.06,85.94,58.17,COVID,38.66,4.15,45.69,11.5,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Living Environment,2023,329,74.08,21.89,78.11,40.73,COVID,24.62,2.43,60.79,12.16,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Living Environment,2017,333,78.78,6.93,93.07,54.62,pre-COVID,40.84,5.71,47.15,6.31,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2023,364,83.14,7.72,92.28,75.82,COVID,34.89,2.75,49.73,12.64,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core Algebra,2017,378,78.81,8.76,91.24,60.35,pre-COVID,39.15,6.61,48.41,5.82,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2022,417,84.4,5.53,94.47,80.32,COVID,35.49,2.4,49.88,12.23,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2020,451,83.96,10.0,90.0,81.37,COVID,38.8,3.33,47.89,9.98,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2019,453,85.2,6.4,93.6,80.14,pre-COVID,38.63,5.08,47.9,8.39,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2017,467,84.53,3.85,96.15,80.52,pre-COVID,36.4,5.57,46.04,11.99,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Aviation Career & Technical Education High School,Common Core English,2018,468,82.39,6.43,93.62,75.23,pre-COVID,33.55,5.34,51.28,9.83,Career Technical,High school,40.743309,-73.929577,45-30 36 STREET,11101,Long Island City - Astoria
Baruch College Campus High School,Common Core Algebra,2022,39,77.69,10.24,89.76,48.71,COVID,35.9,0.0,64.1,0.0,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core Algebra,2017,56,81.56,8.93,91.07,75.01,pre-COVID,35.71,0.0,23.21,41.07,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core Algebra,2023,65,73.48,16.92,83.08,36.91,COVID,21.54,21.54,36.92,20.0,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Living Environment,2022,70,80.09,2.87,97.13,55.73,COVID,34.29,11.43,40.0,14.29,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Living Environment,2017,93,86.33,2.18,97.82,87.07,pre-COVID,41.94,0.0,20.43,37.63,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2017,104,91.03,0.0,100.0,96.15,pre-COVID,53.85,0.0,13.46,32.69,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Living Environment,2019,105,88.3,2.85,97.15,92.39,pre-COVID,36.19,0.0,13.33,50.48,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2018,106,87.54,1.9,98.1,85.84,pre-COVID,39.62,0.0,12.26,48.11,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2022,106,89.91,0.0,100.0,94.32,COVID,29.25,0.0,15.09,55.66,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2023,107,88.12,1.88,98.12,83.18,COVID,36.45,0.0,16.82,46.73,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Living Environment,2018,109,85.2,3.68,96.32,78.89,pre-COVID,36.7,0.0,11.93,51.38,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2019,110,89.79,0.0,100.0,94.51,pre-COVID,42.73,0.0,21.82,35.45,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core English,2020,122,90.08,1.65,98.35,92.64,COVID,34.43,4.92,12.3,48.36,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Baruch College Campus High School,Common Core Algebra,2019,159,82.34,5.65,94.35,75.5,pre-COVID,29.56,6.29,13.84,50.31,General Academic,High school,40.741888,-73.985723,55 EAST 25 STREET,10010,Gramercy Park - Murray Hill
Bayside High School,Living Environment,2020,103,53.59,81.56,18.44,0.98,COVID,23.3,26.21,50.49,0.0,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2020,241,62.18,53.54,46.46,2.92,COVID,13.69,23.65,38.59,24.07,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2020,251,69.43,30.69,69.31,37.05,COVID,31.87,15.54,33.86,18.73,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2022,399,69.04,29.84,70.16,23.57,COVID,36.84,16.54,37.09,9.52,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Living Environment,2022,446,73.54,22.87,77.13,38.8,COVID,44.17,11.66,34.75,9.42,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Living Environment,2023,455,70.46,32.08,67.92,32.97,COVID,44.18,12.09,33.19,10.55,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Living Environment,2017,611,74.85,16.72,83.28,44.04,pre-COVID,48.45,0.0,31.75,19.8,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Living Environment,2019,722,73.35,24.92,75.08,40.29,pre-COVID,34.63,16.62,30.47,18.28,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2022,754,77.61,14.86,85.14,57.32,COVID,48.28,9.68,27.98,14.06,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2023,778,65.67,43.16,56.84,15.16,COVID,34.7,16.32,37.66,11.31,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Living Environment,2018,783,72.47,26.57,73.43,33.84,pre-COVID,35.5,14.05,35.12,15.33,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2018,819,74.12,20.3,79.75,51.9,pre-COVID,48.84,0.0,31.26,19.9,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2018,841,69.3,30.69,69.31,22.14,pre-COVID,31.03,17.24,35.43,16.29,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2019,846,70.75,27.77,72.23,26.36,pre-COVID,27.42,18.56,33.69,20.33,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core Algebra,2017,857,72.38,21.23,78.77,29.16,pre-COVID,38.27,0.0,40.49,21.24,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2017,865,75.54,18.97,81.03,57.81,pre-COVID,45.09,0.0,32.95,21.97,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2019,932,77.29,13.71,86.29,53.01,pre-COVID,38.2,14.81,27.15,19.85,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bayside High School,Common Core English,2023,1066,76.73,20.25,79.75,56.2,COVID,48.59,10.79,29.92,10.69,General Academic,High school,40.771398,-73.781041,32-24 CORPORAL KENNEDY STREET,11361,Bayside - Little Neck
Bedford Academy High School,Common Core English,2020,24,83.7,0.0,100.0,66.7,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2022,26,76.2,7.7,92.3,53.8,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2020,31,77.82,3.23,96.77,38.72,COVID,0.0,80.65,0.0,19.35,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2020,33,79.6,3.0,97.0,54.5,COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2018,40,77.6,7.5,92.5,52.5,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2019,47,77.0,8.5,91.5,36.2,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2017,49,80.31,2.06,97.94,63.27,pre-COVID,0.0,85.71,14.29,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core English,2018,49,88.36,2.02,97.98,89.82,pre-COVID,0.0,87.76,12.24,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2019,50,78.27,5.98,94.02,59.98,pre-COVID,0.0,88.0,12.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2018,51,79.79,3.88,96.12,58.8,pre-COVID,0.0,86.27,13.73,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2022,52,79.11,9.6,90.4,53.85,COVID,13.46,75.0,11.54,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2023,58,75.73,12.09,87.91,41.36,COVID,0.0,72.41,27.59,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Living Environment,2017,62,79.48,3.24,96.76,56.47,pre-COVID,0.0,85.48,14.52,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core English,2019,67,83.8,1.5,98.5,71.6,pre-COVID,0.0,100.0,0.0,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core Algebra,2023,71,74.2,14.08,85.92,32.42,COVID,0.0,76.06,23.94,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core English,2022,81,86.24,0.0,100.0,82.76,COVID,0.0,85.19,14.81,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core English,2017,87,88.55,1.15,98.85,93.1,pre-COVID,0.0,88.51,11.49,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Bedford Academy High School,Common Core English,2023,117,84.43,2.56,97.44,79.45,COVID,11.97,75.21,12.82,0.0,General Academic,High school,40.685486,-73.953692,1119 BEDFORD AVENUE,11216,Bedford Stuyvesant - Crown Heights
Belmont Preparatory High School,Living Environment,2020,20,53.8,75.0,25.0,5.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Living Environment,2023,45,66.73,40.0,60.0,15.56,COVID,0.0,24.44,75.56,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Living Environment,2022,58,73.03,20.67,79.33,36.23,COVID,0.0,20.69,79.31,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core Algebra,2022,65,60.02,55.38,44.62,7.68,COVID,0.0,20.0,80.0,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core English,2020,67,68.51,29.84,70.16,26.89,COVID,0.0,19.4,80.6,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core Algebra,2020,71,60.71,60.56,39.44,0.0,COVID,0.0,22.54,77.46,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core English,2022,88,70.61,19.32,80.68,34.06,COVID,0.0,26.14,73.86,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Living Environment,2017,98,68.59,30.66,69.43,20.46,pre-COVID,0.0,18.37,81.63,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Living Environment,2018,102,67.33,38.26,61.74,18.6,pre-COVID,0.0,22.55,77.45,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Living Environment,2019,111,72.49,26.15,73.85,43.23,pre-COVID,8.11,27.93,63.96,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core English,2023,113,71.59,29.25,70.75,39.83,COVID,0.0,16.81,83.19,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core Algebra,2023,125,52.67,80.01,19.99,1.63,COVID,0.0,18.4,81.6,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core English,2018,143,66.95,33.57,66.43,23.05,pre-COVID,4.2,20.28,75.52,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core English,2017,145,71.02,20.72,79.28,38.64,pre-COVID,0.0,26.9,73.1,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core Algebra,2018,156,62.69,50.0,50.0,3.18,pre-COVID,0.0,21.15,78.85,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
Belmont Preparatory High School,Common Core Algebra,2019,164,64.23,42.1,57.9,7.29,pre-COVID,5.49,23.78,70.73,0.0,General Academic,High school,40.859466,-73.888625,500 EAST FORDHAM ROAD,10458,Fordham - Bronx Park
