Year,DBN,Teachers,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Years in Title,B/AA Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School
2020,71M427,16,*,*,*,*,,,*,,,*,*,*,5,15.5,6.4,6,7.6,4.8,*,*,*,*,,
2020,71M432,25,*,*,*,*,,,*,,,*,*,*,6,6.6,3.8,13,8.5,4.9,*,*,*,*,,
2020,71M435,90,*,*,*,12,8.2,5.7,5,7.5,5.7,*,*,*,29,5.8,4.7,41,11.4,7.6,*,*,*,*,,
2020,71M437,31,*,*,*,*,,,*,,,*,*,*,*,,,18,6.9,4.6,*,*,*,*,,
2020,71M438,26,*,*,*,*,,,*,,,*,*,*,*,,,17,11.5,6.1,*,*,*,*,,
2020,71M439,29,*,*,*,*,,,*,,,*,*,*,*,,,20,6.6,6.2,*,*,*,*,,
2020,71M448,32,*,*,*,5,10.2,7.7,*,,,*,*,*,*,,,22,5.2,3.3,*,*,*,*,,
2020,71M449,32,*,*,*,5,15.2,11.2,7,6.1,4.3,*,*,*,*,,,16,13.5,8.5,*,*,*,*,,
2020,71M450,52,*,*,*,*,,,8,9.9,8,*,*,*,12,12.6,11.2,28,10.1,7.9,*,*,*,*,,
2020,71M458,16,*,*,*,*,,,*,,,*,*,*,*,,,9,9.4,3.4,*,*,*,*,,
2020,71M459,22,*,*,*,8,11.6,7.8,*,,,*,*,*,*,,,9,9.6,8.5,*,*,*,*,,
2020,71M462,26,*,*,*,*,,,5,9.7,3.3,*,*,*,14,9.7,6.4,7,10,9.5,*,*,*,*,,
2020,71M463,26,*,*,*,*,,,*,,,*,*,*,13,8.9,5.3,8,12.3,10.1,*,*,*,*,,
2020,71M467,28,*,*,*,*,,,*,,,*,*,*,8,15.2,10.1,17,15.4,12.2,*,*,*,*,,
2020,71M468,33,*,*,*,*,,,*,,,*,*,*,14,13,7.1,14,15.8,8.9,*,*,*,*,,
2020,71M475,152,*,*,*,24,12.2,7.9,*,,,*,*,*,12,18.9,12.1,109,15.4,11.6,*,*,*,*,,
2020,71M479,74,*,*,*,8,12.1,7.3,10,13.8,8.4,*,*,*,5,14.8,7,51,11.5,6.8,*,*,*,*,,
2020,71M485,160,*,*,*,19,14.4,8.4,15,13.1,10.1,*,*,*,8,9.9,3.4,111,12.5,9.1,*,*,*,5,8,6.3
2020,71M489,47,*,*,*,5,7.8,6.7,*,,,*,*,*,*,,,32,8.7,6,*,*,*,*,,
2020,71M492,28,*,*,*,5,10.4,6.5,*,,,*,*,*,*,,,17,10.7,8.4,*,*,*,*,,
2020,71M494,38,*,*,*,6,9.8,3.4,6,9.5,1.6,*,*,*,7,12.7,3.2,18,8.3,2.6,*,*,*,*,,
2020,71M495,31,*,*,*,*,,,*,,,*,*,*,*,,,22,10.7,7.5,*,*,*,*,,
2020,71M499,79,*,*,*,5,11.8,8.3,43,15.4,9.1,*,*,*,13,16.1,9.5,18,15.2,10.7,*,*,*,*,,
2020,71M500,17,*,*,*,*,,,*,,,*,*,*,10,5.8,5,*,,,*,*,*,*,,
2020,71M505,37,*,*,*,*,,,6,13.8,8.1,*,*,*,7,6.9,4.9,18,16.5,11.2,*,*,*,*,,
2020,71M507,35,*,*,*,7,6.3,4,6,7.3,5.5,*,*,*,5,3.9,3.2,17,6.8,4.3,*,*,*,*,,
2020,71M509,10,*,*,*,*,,,*,,,*,*,*,*,,,5,6.7,2.8,*,*,*,*,,
2020,71M515,33,*,*,*,13,10.2,9.6,*,,,*,*,*,6,5.2,3.6,10,14,11.8,*,*,*,*,,
2020,71M519,37,*,*,*,*,,,*,,,*,*,*,5,3.7,1.2,23,11.7,7.2,*,*,*,*,,
2020,71M520,13,*,*,*,*,,,*,,,*,*,*,*,,,5,15.3,7.9,*,*,*,*,,
2020,71M529,29,*,*,*,*,,,*,,,*,*,*,8,11.4,2.5,13,8.4,5,*,*,*,*,,
2020,71M531,16,*,*,*,*,,,*,,,*,*,*,*,,,10,4.9,2.8,*,*,*,*,,
2020,71M533,30,*,*,*,7,5.8,3.1,*,,,*,*,*,6,5.8,4.3,13,6.4,3.8,*,*,*,*,,
2020,71M534,33,*,*,*,*,,,*,,,*,*,*,6,5.8,4.7,19,10.3,4.1,*,*,*,*,,
2020,71M539,106,*,*,*,16,6.3,4.9,6,7,2.6,*,*,*,8,8.6,4.7,72,7.4,4.2,*,*,*,*,,
2020,71M540,91,*,*,*,6,9.8,5.8,14,13.2,6.5,*,*,*,32,11.5,4.9,32,12.1,5.6,*,*,*,5,5.7,3.9
2020,71M541,26,*,*,*,5,12.3,8.2,*,,,*,*,*,*,,,16,9.9,7.8,*,*,*,*,,
2020,71M542,34,*,*,*,*,,,*,,,*,*,*,21,10.2,6.7,9,12.8,6.3,*,*,*,*,,
2020,71M543,39,*,*,*,*,,,*,,,*,*,*,*,,,31,8.7,5.4,*,*,*,*,,
2020,71M544,17,*,*,*,*,,,*,,,*,*,*,*,,,9,11.6,5.8,*,*,*,*,,
2020,71M545,23,*,*,*,12,12.3,8.6,*,,,*,*,*,*,,,10,7.2,6.8,*,*,*,*,,
2020,71M550,26,*,*,*,5,13.5,9.5,*,,,*,*,*,9,14.7,7.4,9,10.7,6.9,*,*,*,*,,
2020,71M551,39,*,*,*,*,,,*,,,*,*,*,*,,,27,9.3,5.1,*,*,*,*,,
2020,71M552,30,*,*,*,5,8.1,6,*,,,*,*,*,17,15,10.7,*,,,*,*,*,*,,
2020,71M555,31,*,*,*,*,,,*,,,*,*,*,*,,,23,10.3,8.1,*,*,*,*,,
2020,71M560,38,*,*,*,*,,,8,17.8,8,*,*,*,9,10.7,3.6,19,17.6,8.9,*,*,*,*,,
2020,71M565,15,*,*,*,*,,,6,18.3,15.2,*,*,*,*,,,7,21.9,20.1,*,*,*,*,,
2020,71M570,16,*,*,*,*,,,*,,,*,*,*,*,,,8,11.3,5.1,*,*,*,*,,
2020,71M575,40,*,*,*,7,11.8,8.8,*,,,*,*,*,5,11.3,10.4,24,11.7,7.8,*,*,*,*,,
2020,71M580,26,*,*,*,*,,,*,,,*,*,*,*,,,20,16.2,12.3,*,*,*,*,,
2020,71M586,10,*,*,*,*,,,*,,,*,*,*,*,,,6,6.5,3.7,*,*,*,*,,
2020,71M600,101,*,*,*,11,12.2,7.5,8,10.5,5.6,*,*,*,17,11.9,9.6,60,9.4,6.5,*,*,*,5,5.7,5
2020,71M605,19,*,*,*,*,,,5,13.8,7.2,*,*,*,*,,,7,8.4,2.9,*,*,*,*,,
2020,71M610,31,*,*,*,*,,,*,,,*,*,*,7,7,6,19,9.5,8.1,*,*,*,*,,
2020,71M615,34,*,*,*,5,8.2,3.8,8,16.3,7.6,*,*,*,6,2.7,1.2,15,14.6,10.6,*,*,*,*,,
2020,71M630,94,*,*,*,12,7.2,4,15,7.9,4.4,*,*,*,11,5.6,4.1,54,9.6,8.1,*,*,*,*,,
2020,71M650,13,*,*,*,*,,,*,,,*,*,*,*,,,7,5.3,2.5,*,*,*,*,,
2020,71M655,32,*,*,*,5,10.7,10.5,6,5.5,5.5,*,*,*,*,,,19,8.1,5.6,*,*,*,*,,
2020,71M670,42,*,*,*,*,,,26,15.1,7.8,*,*,*,6,13.1,9.7,6,10.5,5.3,*,*,*,*,,
2020,71M680,23,*,*,*,6,10.3,6.1,*,,,*,*,*,*,,,10,5.3,4.2,*,*,*,*,,
2020,71M692,31,*,*,*,*,,,*,,,*,*,*,*,,,21,14.1,10.7,*,*,*,*,,
2020,71M696,37,*,*,*,6,9,8.7,*,,,*,*,*,*,,,25,12,7.5,*,*,*,*,,
2020,72X213,30,*,*,*,*,,,13,13.8,5.5,*,*,*,5,14.5,6.9,8,13,4.6,*,*,*,*,,
2020,72X221,52,*,*,*,*,,,10,8,6.5,*,*,*,10,6.7,5,25,6.1,5.2,*,*,*,*,,
2020,72X227,27,*,*,*,*,,,8,11.9,6.2,*,*,*,6,8,5.5,11,8.1,7.5,*,*,*,*,,
2020,72X231,37,*,*,*,*,,,14,6.4,3,*,*,*,9,9.4,5.5,10,7.7,5,*,*,*,*,,
2020,72X237,27,*,*,*,*,,,*,,,*,*,*,*,,,20,8.9,5.4,*,*,*,*,,
2020,72X241,62,*,*,*,*,,,14,4,3.9,*,*,*,16,3.3,3.2,25,5.2,4,*,*,*,*,,
2020,72X243,48,*,*,*,*,,,10,11.1,6,*,*,*,15,7.8,5,20,7.9,5.8,*,*,*,*,,
2020,72X248,30,*,*,*,*,,,10,6.3,1.9,*,*,*,7,8.9,1.8,10,8.4,3.2,*,*,*,*,,
2020,72X249,18,*,*,*,*,,,6,16.9,10,*,*,*,*,,,7,8.8,7,*,*,*,*,,
2020,72X250,29,*,*,*,*,,,*,,,*,*,*,6,8.9,4.6,18,8.5,5.6,*,*,*,*,,
2020,72X251,27,*,*,*,*,,,8,7,0.9,*,*,*,11,5.9,4.1,8,10,7.5,*,*,*,*,,
2020,72X252,28,*,*,*,*,,,7,4.4,1.9,*,*,*,6,3.2,1.5,12,8.7,5.1,*,*,*,*,,
2020,72X253,22,*,*,*,*,,,10,11.8,6.2,*,*,*,*,,,8,11,6,*,*,*,*,,
2020,72X259,43,*,*,*,*,,,11,7.4,2.7,*,*,*,5,3.4,3.2,22,5.2,2.4,*,*,*,*,,
2020,72X260,31,*,*,*,*,,,*,,,*,*,*,6,6.2,4.2,18,8.3,5.7,*,*,*,*,,
2020,72X263,25,*,*,*,*,,,10,9.2,5.2,*,*,*,*,,,8,5.9,5.6,*,*,*,*,,
2020,72X264,37,*,*,*,*,,,10,7,2.9,*,*,*,7,7.6,5.1,15,6.9,4,*,*,*,*,,
2020,72X265,29,*,*,*,*,,,8,13.2,8.3,*,*,*,*,,,16,9.6,5.7,*,*,*,*,,
2020,72X267,47,*,*,*,*,,,10,12.7,5.5,*,*,*,16,7.7,4.8,18,4.5,2.6,*,*,*,*,,
2020,72X268,31,*,*,*,*,,,*,,,*,*,*,14,11.9,5.1,13,11,5.1,*,*,*,*,,
2020,72X269,53,*,*,*,*,,,10,7.8,3.4,*,*,*,12,8.7,3.8,26,6.2,4,*,*,*,*,,
2020,72X270,26,*,*,*,*,,,13,10.7,6.5,*,*,*,5,13.7,7.1,6,14.9,4.4,*,*,*,*,,
2020,72X271,63,*,*,*,*,,,16,7.6,3.9,*,*,*,19,6.2,4,24,9.5,6.2,*,*,*,*,,
2020,72X275,35,*,*,*,*,,,7,10.8,8.6,*,*,*,*,,,19,14.8,8.1,*,*,*,*,,
2020,72X282,22,*,*,*,*,,,8,13.9,6.9,*,*,*,*,,,7,8.7,2.6,*,*,*,*,,
2020,72X284,24,*,*,*,*,,,*,,,*,*,*,6,11,6.7,12,11.1,5.6,*,*,*,*,,
2020,72X288,34,*,*,*,*,,,14,9.6,1.8,*,*,*,7,15.5,4.3,9,9.3,6,*,*,*,*,,
2020,72X290,25,*,*,*,*,,,13,14.1,9.9,*,*,*,*,,,7,13.5,6.2,*,*,*,*,,
2020,72X293,32,*,*,*,*,,,*,,,*,*,*,10,7.8,2.5,13,5.2,4,*,*,*,*,,
2020,72X297,36,*,*,*,*,,,6,9.9,9.7,*,*,*,10,4.4,2.3,16,7.5,5.3,*,*,*,*,,
2020,72X299,33,*,*,*,*,,,9,7.5,3.4,*,*,*,*,,,19,10.7,7,*,*,*,*,,
2020,72X312,36,*,*,*,*,,,6,10.2,5.6,*,*,*,11,9,3.5,18,11.8,6.4,*,*,*,*,,
2020,72X319,14,*,*,*,*,,,5,20.5,9,*,*,*,*,,,9,16,8.5,*,*,*,*,,
2020,72X320,38,*,*,*,5,5.5,2.2,9,4.8,2.1,*,*,*,9,3.8,2.5,14,8.9,3.1,*,*,*,*,,
2020,72X329,22,*,*,*,*,,,*,,,*,*,*,6,6.1,4.3,11,9.4,5.7,*,*,*,*,,
2020,72X334,28,*,*,*,6,10,7.2,*,,,*,*,*,9,8.9,4.9,10,9.8,5.4,*,*,*,*,,
2020,72X342,48,*,*,*,*,,,*,,,*,*,*,28,10.9,5.4,10,10.2,4.2,*,*,*,*,,
2020,72X348,27,*,*,*,*,,,*,,,*,*,*,8,9.2,3.5,9,8.1,2.7,*,*,*,*,,
2020,72X349,35,*,*,*,*,,,*,,,*,*,*,9,9.3,1.9,19,8.5,3.4,*,*,*,*,,
2020,72X350,25,*,*,*,*,,,8,9.8,2,*,*,*,7,7.2,2.7,8,2.9,2.4,*,*,*,*,,
2020,72X351,47,*,*,*,*,,,*,,,*,*,*,13,3.6,2.3,21,9.6,2.6,*,*,*,*,,
2020,72X353,46,*,*,*,*,,,*,,,*,*,*,11,5.4,2.9,27,3.6,2.4,*,*,*,*,,
2020,72X361,38,*,*,*,*,,,9,3.3,2.3,*,*,*,13,3.6,2.1,14,4.8,2.8,*,*,*,*,,
2020,72X365,25,*,*,*,*,,,*,,,*,*,*,15,5.2,2.3,9,3,3,*,*,*,*,,
2020,72X374,35,*,*,*,*,,,*,,,*,*,*,6,7.1,3.5,21,5.6,3.9,*,*,*,*,,
2020,72X376,35,*,*,*,*,,,8,16.1,5.9,*,*,*,14,14.3,6.4,8,7.4,6,*,*,*,*,,
2020,72X377,14,*,*,*,*,,,5,19,7.8,*,*,*,*,,,*,,,*,*,*,*,,
2020,72X379,16,*,*,*,*,,,*,,,*,*,*,*,,,9,10.4,5.9,*,*,*,*,,
2020,72X381,15,*,*,*,*,,,*,,,*,*,*,6,5.1,1.8,5,6.7,5.1,*,*,*,*,,
2020,72X388,36,*,*,*,*,,,*,,,*,*,*,16,6.6,4.3,17,6.1,2.7,*,*,*,*,,
2020,72X397,22,*,*,*,*,,,*,,,*,*,*,5,15.5,3.5,15,8.7,3.8,*,*,*,*,,
2020,72X403,30,*,*,*,9,12.5,4.8,*,,,*,*,*,*,,,12,5.7,1.7,*,*,*,*,,
2020,72X404,20,*,*,*,*,,,11,13,9.2,*,*,*,*,,,6,12.1,8,*,*,*,*,,
2020,72X405,68,*,*,*,7,3.8,3.8,*,,,*,*,*,13,11.1,10.1,42,11.4,9.4,*,*,*,*,,
2020,72X412,29,*,*,*,*,,,8,16.2,9.2,*,*,*,8,6.6,2.4,12,6,3.9,*,*,*,*,,
2020,72X413,37,*,*,*,*,,,7,7.9,3.6,*,*,*,17,11,6.8,12,10.1,5.6,*,*,*,*,,
2020,72X418,34,*,*,*,*,,,14,8.2,3.6,*,*,*,5,7.9,7.1,9,9.3,4.8,*,*,*,*,,
2020,72X427,25,*,*,*,*,,,*,,,*,*,*,6,5.9,5.4,15,10,5.8,*,*,*,*,,
2020,72X432,31,*,*,*,*,,,*,,,*,*,*,14,2.9,2.1,12,2.6,2.1,*,*,*,*,,
2020,72X433,32,*,*,*,*,,,*,,,*,*,*,14,11.9,5,13,15.2,9.3,*,*,*,*,,
2020,72X434,29,*,*,*,*,,,8,13.6,7.4,*,*,*,8,14.6,5.1,11,12.9,9.8,*,*,*,*,,
2020,72X437,31,*,*,*,*,,,*,,,*,*,*,*,,,20,3.9,2.6,*,*,*,*,,
2020,72X438,32,*,*,*,*,,,*,,,*,*,*,10,3.4,1.5,14,6.3,2.4,*,*,*,*,,
2020,72X439,33,*,*,*,*,,,6,10.4,6.6,*,*,*,6,16.7,7.6,14,8.8,6.7,*,*,*,*,,
2020,72X440,83,*,*,*,*,,,17,7.5,5.4,*,*,*,24,4.8,3.1,36,7.3,5.3,*,*,*,*,,
2020,72X442,32,*,*,*,*,,,8,15.1,10.2,*,*,*,11,8.4,6,12,10.6,8,*,*,*,*,,
2020,72X445,137,*,*,*,23,6.4,5.8,5,12.1,6.7,*,*,*,13,9.5,8.1,88,10.8,8.4,*,*,*,8,9.1,8.7
2020,72X446,14,*,*,*,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,
2020,72X452,51,*,*,*,5,5.9,1.4,11,15,1.8,*,*,*,15,10.6,3.2,18,9.3,3.9,*,*,*,*,,
2020,72X455,129,*,*,*,*,,,31,10.5,8.3,*,*,*,22,11.5,7.6,69,9.8,8.1,*,*,*,*,,
2020,72X473,27,*,*,*,*,,,5,7.1,4.1,*,*,*,5,7.3,1.5,17,7.1,5.2,*,*,*,*,,
2020,72X477,32,*,*,*,5,6.2,6.2,*,,,*,*,*,8,10.2,6.4,17,11.4,7.2,*,*,*,*,,
2020,72X478,25,*,*,*,*,,,7,2,1.7,*,*,*,*,,,11,5.6,3.5,*,*,*,*,,
2020,72X479,24,*,*,*,*,,,8,7,4.1,*,*,*,8,6.2,2.6,6,8.2,2.8,*,*,*,*,,
2020,72X480,12,*,*,*,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,
2020,72X495,27,*,*,*,*,,,8,10.5,9.6,*,*,*,8,12.6,10.7,8,9.9,9.4,*,*,*,*,,
2020,72X500,38,*,*,*,5,5.8,4.2,10,10.9,8,*,*,*,9,12.2,8.9,13,15.3,12.3,*,*,*,*,,
2020,72X505,58,*,*,*,*,,,15,7.8,5.5,*,*,*,20,7,4.1,21,7.1,5.4,*,*,*,*,,
2020,72X508,43,*,*,*,*,,,7,5.4,2.9,*,*,*,10,3.7,2.2,23,5.6,3.5,*,*,*,*,,
2020,72X509,32,*,*,*,*,,,*,,,*,*,*,6,9.4,2.7,17,6.9,3.9,*,*,*,*,,
2020,72X511,35,*,*,*,*,,,7,7.1,3.4,*,*,*,12,9.6,3.9,13,8,3.7,*,*,*,*,,
2020,72X513,25,*,*,*,*,,,*,,,*,*,*,5,7,6.7,16,7.6,7.3,*,*,*,*,,
2020,72X514,22,*,*,*,*,,,*,,,*,*,*,5,12,7.4,13,7.2,7,*,*,*,*,,
2020,72X517,30,*,*,*,*,,,11,8.5,5.4,*,*,*,8,7,4,8,11.9,6.4,*,*,*,*,,
2020,72X521,34,*,*,*,*,,,8,8.8,3.5,*,*,*,9,8.6,3.8,16,6.1,3.6,*,*,*,*,,
2020,72X522,39,*,*,*,*,,,15,13.4,4.4,*,*,*,6,12,4.3,13,5.8,2.3,*,*,*,*,,
2020,72X524,26,*,*,*,6,9.3,4.3,*,,,*,*,*,7,6.5,2.8,10,5.5,2.6,*,*,*,*,,
2020,72X525,42,*,*,*,7,4.4,3.9,14,5.1,3.3,*,*,*,9,8.4,5.5,9,4.8,3.9,*,*,*,*,,
2020,72X527,43,*,*,*,*,,,19,7.5,4.5,*,*,*,7,6.3,2.3,16,7.6,4.2,*,*,*,*,,
2020,72X530,32,*,*,*,*,,,10,9.1,2.3,*,*,*,10,4,1.9,9,6.5,3.5,*,*,*,*,,
2020,72X542,31,*,*,*,*,,,*,,,*,*,*,11,13.1,8.7,15,9.5,6,*,*,*,*,,
2020,72X543,17,*,*,*,*,,,*,,,*,*,*,*,,,5,14,4.7,*,*,*,*,,
2020,72X544,27,*,*,*,*,,,7,20.8,9.4,*,*,*,8,17.9,8.1,9,17.1,6.6,*,*,*,*,,
2020,72X545,23,*,*,*,*,,,7,14.4,7.2,*,*,*,*,,,11,11.9,3.7,*,*,*,*,,
2020,72X546,23,*,*,*,*,,,6,12.3,3.4,*,*,*,5,13.1,7.4,11,11.2,8,*,*,*,*,,
2020,72X548,38,*,*,*,*,,,10,14.4,5.8,*,*,*,13,11.2,5.2,12,16.4,7.6,*,*,*,*,,
2020,72X549,32,*,*,*,5,12.4,8.6,*,,,*,*,*,6,11.7,7.2,15,7.2,4.8,*,*,*,*,,
2020,72X550,31,*,*,*,*,,,*,,,*,*,*,13,10.7,5,9,5.5,5.1,*,*,*,*,,
2020,72X551,57,*,*,*,5,11.1,5,9,5.3,2.5,*,*,*,11,3.9,3.3,29,6,3.3,*,*,*,*,,
2020,72X557,23,*,*,*,*,,,8,12.3,2.4,*,*,*,6,10.8,4.5,6,11.2,4.6,*,*,*,*,,
2020,72X558,39,*,*,*,6,8.6,1.3,*,,,*,*,*,14,4.9,1.7,15,5.2,1.2,*,*,*,*,,
2020,72X561,31,*,*,*,*,,,10,16,2.2,*,*,*,9,9.1,3.1,8,5.9,2,*,*,*,*,,
2020,72X564,27,*,*,*,*,,,*,,,*,*,*,6,9.3,3.6,17,7.2,4.2,*,*,*,*,,
2020,72X565,31,*,*,*,*,,,15,10.8,2.4,*,*,*,8,6.6,2,7,7.8,3,*,*,*,*,,
2020,72X600,39,*,*,*,*,,,9,20.6,19.1,*,*,*,14,12.6,8.9,11,9,5.7,*,*,*,*,,
2020,72X670,32,*,*,*,*,,,5,10.9,4.9,*,*,*,7,15.1,11.3,13,11.4,7.1,*,*,*,*,,
2020,72X682,35,*,*,*,*,,,*,,,*,*,*,12,8.2,5.4,20,10.6,7.9,*,*,*,*,,
2020,72X684,32,*,*,*,*,,,17,14.6,8.5,*,*,*,5,10.4,7.5,6,10.1,8.9,*,*,*,*,,
2020,72X696,25,*,*,*,*,,,*,,,*,*,*,*,,,16,17.8,13.3,*,*,*,*,,
2020,73K122,31,*,*,*,*,,,21,12.4,3.6,*,*,*,*,,,8,13.7,5.4,*,*,*,*,,
2020,73K168,18,*,*,*,5,7.4,5.5,5,7.2,6.4,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K337,24,*,*,*,9,10.3,4.3,*,,,*,*,*,*,,,12,9.2,7.4,*,*,*,*,,
2020,73K348,17,*,*,*,*,,,8,14.2,5.1,*,*,*,*,,,7,3.4,1.9,*,*,*,*,,
2020,73K350,14,*,*,*,*,,,*,,,*,*,*,*,,,7,5.8,4.4,*,*,*,*,,
2020,73K382,21,*,*,*,*,,,12,9,4.3,*,*,*,*,,,5,8.5,2.5,*,*,*,*,,
2020,73K403,22,*,*,*,*,,,7,7.1,5.3,*,*,*,*,,,8,6.4,5.3,*,*,*,*,,
2020,73K404,49,*,*,*,*,,,20,5.7,1.6,*,*,*,6,8.4,3.4,17,8.5,5.9,*,*,*,*,,
2020,73K405,208,*,*,*,13,4.4,2.8,39,12.9,7.4,*,*,*,12,13.5,9.8,140,11.5,9,*,*,*,*,,
2020,73K408,18,*,*,*,*,,,12,6.8,1.6,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K409,39,*,*,*,5,10.5,7.7,24,13.9,8.3,*,*,*,*,,,7,13.2,8.3,*,*,*,*,,
2020,73K412,39,*,*,*,5,6.4,4.8,14,9.2,6.2,*,*,*,*,,,15,6.5,4.5,*,*,*,*,,
2020,73K419,36,*,*,*,*,,,13,13.5,7.8,*,*,*,5,8.4,2.2,10,13.8,8.5,*,*,*,*,,
2020,73K425,217,*,*,*,11,5.6,2.3,34,12.6,7.6,*,*,*,13,10,7.5,156,12.3,8.6,*,*,*,*,,
2020,73K439,24,*,*,*,*,,,*,,,*,*,*,*,,,18,12.4,10,*,*,*,*,,
2020,73K445,209,*,*,*,37,8.6,6.3,15,15.2,9.4,*,*,*,20,10.4,7.5,132,12.2,10,*,*,*,5,5,4.1
2020,73K448,61,*,*,*,*,,,14,8.4,6.2,*,*,*,6,4.7,3.5,39,10.2,7.9,*,*,*,*,,
2020,73K488,35,*,*,*,*,,,7,11.7,6.5,*,*,*,6,6.1,3.8,18,8.1,4.9,*,*,*,*,,
2020,73K493,21,*,*,*,*,,,10,11.7,5,*,*,*,*,,,7,8.8,5.8,*,*,*,*,,
2020,73K502,18,*,*,*,*,,,11,6.8,3.8,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K504,15,*,*,*,*,,,11,17.1,8.9,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K505,207,*,*,*,33,8,5.7,25,13.1,9.7,*,*,*,29,10.4,8.6,107,11.3,9,*,*,*,13,6.1,4.8
2020,73K507,28,*,*,*,*,,,12,12.6,8.2,*,*,*,5,18.3,8,6,7.2,6.2,*,*,*,*,,
2020,73K510,17,*,*,*,*,,,13,9.5,4,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K514,14,*,*,*,*,,,8,14,5.4,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K524,28,*,*,*,6,7,6.7,5,10.9,7.4,*,*,*,*,,,12,11.3,7,*,*,*,*,,
2020,73K525,209,*,*,*,15,11.5,7.4,26,17.6,12.2,*,*,*,20,13,8.8,138,14.2,10.6,*,*,*,7,8.2,5
2020,73K528,11,*,*,*,*,,,*,,,*,*,*,*,,,5,8.5,3.9,*,*,*,*,,
2020,73K531,22,*,*,*,*,,,13,16.8,6.8,*,*,*,*,,,6,14.2,3.5,*,*,*,*,,
2020,73K535,58,*,*,*,*,,,8,12.8,6.1,*,*,*,6,13.9,9,40,13.6,8,*,*,*,*,,
2020,73K537,23,*,*,*,*,,,*,,,*,*,*,*,,,13,10.3,5.5,*,*,*,*,,
2020,73K539,19,*,*,*,*,,,7,10.9,7.3,*,*,*,*,,,10,10.3,5.3,*,*,*,*,,
2020,73K540,139,*,*,*,11,5.3,3,18,11,6.8,*,*,*,11,8.2,6.4,95,12,8.4,*,*,*,*,,
2020,73K543,34,*,*,*,*,,,13,13.1,6.6,*,*,*,*,,,16,11.6,8,*,*,*,*,,
2020,73K545,36,*,*,*,*,,,12,10,8.8,*,*,*,15,8.9,7.2,7,12.1,11.9,*,*,*,*,,
2020,73K546,30,*,*,*,*,,,10,11.5,5.8,*,*,*,*,,,15,11.6,6.6,*,*,*,*,,
2020,73K547,21,*,*,*,*,,,6,14.3,8.6,*,*,*,*,,,10,12,8.6,*,*,*,*,,
2020,73K548,20,*,*,*,*,,,10,10.4,4.2,*,*,*,*,,,9,9.5,4.8,*,*,*,*,,
2020,73K549,30,*,*,*,*,,,8,9,6,*,*,*,5,6.3,5.2,14,6.6,3.6,*,*,*,*,,
2020,73K552,24,*,*,*,*,,,8,11,8.2,*,*,*,*,,,11,5.3,4.4,*,*,*,*,,
2020,73K553,14,*,*,*,*,,,12,21.5,7.3,*,*,*,*,,,*,,,*,*,*,*,,
2020,73K554,20,*,*,*,*,,,6,12.4,9.6,*,*,*,7,8.6,6.9,7,11.4,6.4,*,*,*,*,,
2020,73K555,36,*,*,*,*,,,10,10.3,8.3,*,*,*,5,7.2,7.1,16,7,5.3,*,*,*,*,,
2020,73K556,26,*,*,*,*,,,*,,,*,*,*,8,8.1,4.9,13,4.6,2.3,*,*,*,*,,
2020,73K563,46,*,*,*,*,,,26,13.9,5.1,*,*,*,*,,,12,8.9,5.8,*,*,*,*,,
2020,73K564,16,*,*,*,*,,,*,,,*,*,*,6,1.4,1.3,7,1.6,1.6,*,*,*,*,,
2020,73K566,17,*,*,*,*,,,*,,,*,*,*,*,,,9,11.3,7.8,*,*,*,*,,
2020,73K567,20,*,*,*,*,,,7,9.1,4.4,*,*,*,*,,,10,12.1,5.4,*,*,*,*,,
2020,73K569,23,*,*,*,*,,,13,6.7,2.3,*,*,*,*,,,8,10.6,3.8,*,*,*,*,,
2020,73K576,28,*,*,*,*,,,17,8.7,3.2,*,*,*,*,,,5,13.4,4,*,*,*,*,,
2020,73K578,17,*,*,*,*,,,*,,,*,*,*,*,,,6,13.9,9.4,*,*,*,*,,
2020,73K583,21,*,*,*,*,,,*,,,*,*,*,14,3.4,3.1,*,,,*,*,*,*,,
2020,73K586,42,*,*,*,*,,,11,6.4,4,*,*,*,9,5.1,2.7,20,12.3,7.2,*,*,*,*,,
2020,73K590,66,*,*,*,8,7.8,6,37,17.9,10.9,*,*,*,*,,,15,8.3,6.1,*,*,*,*,,
2020,73K592,20,*,*,*,*,,,7,9.1,3.4,*,*,*,*,,,11,8.8,5.2,*,*,*,*,,
