School Information,,,,Active Staff,,,Teachers,,,,,
DBN,Location Code,Location Name,Location Category,Leadership,Teachers,Other Staff,Male,,,Female,,
,,,,,,,Count,Average Years in Title,Average Years at School,Count,Average Years in Title,Average Years at School
71M307,M307,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE,HIGH SCHOOL,2,28,10,10,8.5,7.6,18,5.6,3.9
71M308,M308,LOWER MANHATTAN ARTS ACADEMY,HIGH SCHOOL,2,32,7,16,7.3,3.4,16,4.8,3.0
71M310,M310,THE JUDITH S. KAYE SCHOOL,HIGH SCHOOL,3,11,2,*,,,*,,
71M313,M313,JAMES BALDWIN SCHOOL  THE: A SCHOOL FOR EXPEDITION,HIGH SCHOOL,2,20,5,7,11.7,8.7,13,9.3,6.1
71M316,M316,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,HIGH SCHOOL,1,12,4,*,,,*,,
71M369,M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,HIGH SCHOOL,2,28,10,10,6.5,4.1,18,7.2,3.1
71M374,M374,GRAMERCY ARTS HIGH SCHOOL,HIGH SCHOOL,3,36,9,12,7.6,4.6,24,7.1,2.9
71M376,M376,NYC ISCHOOL,HIGH SCHOOL,3,36,7,15,8.1,4.9,21,9.1,4.9
71M392,M392,MANHATTAN BUSINESS ACADEMY,HIGH SCHOOL,3,33,3,17,8.9,5.0,16,8.2,3.9
71M393,M393,BUSINESS OF SPORTS SCHOOL,HIGH SCHOOL,3,35,9,15,10.5,4.7,20,8.8,4.5
71M394,M394,EMMA LAZARUS HIGH SCHOOL,HIGH SCHOOL,3,16,5,6,10.4,6.1,10,9.4,4.7
71M399,M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,HIGH SCHOOL,3,17,4,8,10.5,5.2,9,10.0,4.3
71M400,M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,HIGH SCHOOL,7,74,13,25,11.2,7.1,49,9.4,5.7
71M402,M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,HIGH SCHOOL,2,29,7,12,9.2,4.2,17,4.4,2.3
71M403,M403,THE GLOBAL LEARNING COLLABORATIVE,HIGH SCHOOL,3,34,8,16,7.8,5.0,18,16.0,5.2
71M404,M404,INNOVATION DIPLOMA PLUS,HIGH SCHOOL,2,16,3,7,8.3,4.6,9,11.6,8.3
71M407,M407,INSTITUTE FOR COLLABORATIVE EDUCATION,SECONDARY SCHOOL,2,34,4,12,9.0,7.3,22,6.6,4.7
71M408,M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,SECONDARY SCHOOL,2,32,4,13,14.7,9.9,19,8.7,5.2
71M411,M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,HIGH SCHOOL,2,29,7,8,10.2,7.6,21,8.2,5.0
71M412,M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,HIGH SCHOOL,3,46,16,15,10.8,7.4,31,9.5,4.9
71M414,M414,N.Y.C. MUSEUM SCHOOL,HIGH SCHOOL,3,33,8,11,12.4,4.6,22,11.5,4.4
71M415,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,SECONDARY SCHOOL,3,35,6,9,11.5,3.6,26,9.8,5.8
71M416,M416,ELEANOR ROOSEVELT HIGH SCHOOL,HIGH SCHOOL,3,34,4,16,13.6,9.8,18,11.5,7.9
71M417,M417,FRANK MCCOURT HIGH SCHOOL,HIGH SCHOOL,2,26,6,8,6.7,3.5,18,8.6,5.5
71M418,M418,MILLENNIUM HIGH SCHOOL,HIGH SCHOOL,3,42,6,11,11.5,7.4,31,9.9,7.5
71M419,M419,LANDMARK HIGH SCHOOL,HIGH SCHOOL,3,31,9,12,8.5,6.1,19,7.0,4.3
71M420,M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,HIGH SCHOOL,9,98,17,43,12.4,10.0,55,11.2,8.5
71M423,M423,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,HIGH SCHOOL,2,18,3,9,9.0,4.3,9,12.7,5.1
71M425,M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,HIGH SCHOOL,3,17,7,7,13.7,5.7,10,12.9,9.1
71M427,M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,HIGH SCHOOL,3,16,5,6,8.8,6.1,10,9.9,6.4
71M432,M432,MURRAY HILL ACADEMY,HIGH SCHOOL,2,23,6,8,11.3,5.6,15,10.2,5.2
71M435,M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,HIGH SCHOOL,8,88,15,28,12.7,9.8,60,7.2,4.8
71M437,M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,HIGH SCHOOL,3,22,10,13,10.6,3.3,9,9.1,3.1
71M438,M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,HIGH SCHOOL,2,24,6,12,13.8,7.9,12,9.0,7.3
71M439,M439,MANHATTAN VILLAGE ACADEMY,HIGH SCHOOL,2,29,4,14,7.8,6.3,15,9.9,8.7
71M448,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,HIGH SCHOOL,3,39,12,17,7.4,3.2,22,9.9,5.6
71M449,M449,VANGUARD HIGH SCHOOL,HIGH SCHOOL,2,32,5,9,10.8,8.8,23,12.6,9.0
71M450,M450,EAST SIDE COMMUNITY SCHOOL,SECONDARY SCHOOL,4,59,15,14,13.1,8.2,45,11.0,8.3
71M458,M458,FORSYTH SATELLITE ACADEMY,HIGH SCHOOL,1,15,4,6,7.1,4.8,9,11.8,5.0
71M459,M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,2,21,6,9,10.0,8.3,12,11.0,8.4
71M462,M462,THE COLLEGE ACADEMY,HIGH SCHOOL,4,29,16,15,12.5,8.4,14,9.8,6.7
71M463,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,HIGH SCHOOL,3,30,6,12,11.7,8.1,18,8.5,4.9
71M467,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,HIGH SCHOOL,4,36,13,11,6.6,5.8,25,13.5,9.4
71M468,M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,HIGH SCHOOL,4,31,10,14,12.4,8.6,17,10.8,5.3
71M475,M475,STUYVESANT HIGH SCHOOL,HIGH SCHOOL,11,155,31,79,15.6,11.0,76,15.4,11.3
71M479,M479,BEACON HIGH SCHOOL,HIGH SCHOOL,4,80,17,35,13.9,7.9,45,11.7,5.3
71M485,M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,HIGH SCHOOL,13,152,25,63,13.3,8.6,89,12.7,9.0
71M489,M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,HIGH SCHOOL,3,47,7,25,8.0,5.3,22,10.1,7.0
71M492,M492,HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTIC,HIGH SCHOOL,4,25,7,11,12.2,9.3,14,15.6,11.8
71M494,M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,HIGH SCHOOL,4,38,9,11,12.2,4.2,27,9.2,3.6
71M495,M495,PARK EAST HIGH SCHOOL,HIGH SCHOOL,3,36,7,19,11.0,5.8,17,12.1,8.9
71M499,M499,FREDERICK DOUGLASS ACADEMY,SECONDARY SCHOOL,3,66,15,33,15.5,9.6,33,13.7,7.9
71M500,M500,UNITY CENTER FOR URBAN TECHNOLOGIES,HIGH SCHOOL,3,15,5,8,7.0,5.9,7,5.6,4.5
71M505,M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,HIGH SCHOOL,3,29,8,16,13.8,11.4,13,15.9,10.1
71M507,M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,HIGH SCHOOL,2,37,7,16,8.6,5.9,21,6.6,4.5
71M515,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HIGH SCHOOL,3,32,8,9,13.7,12.9,23,10.7,8.9
71M519,M519,TALENT UNLIMITED HIGH SCHOOL,HIGH SCHOOL,2,36,7,15,9.4,6.4,21,9.7,5.3
71M520,M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,HIGH SCHOOL,1,17,6,9,21.1,14.2,8,12.9,8.3
71M529,M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,HIGH SCHOOL,2,20,4,5,17.4,8.2,15,9.8,6.0
71M531,M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,HIGH SCHOOL,3,15,4,*,,,*,,
71M533,M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,HIGH SCHOOL,3,31,7,16,7.5,4.7,15,7.3,4.6
71M534,M534,HARVEST COLLEGIATE HIGH SCHOOL,HIGH SCHOOL,3,38,6,13,6.7,4.7,25,10.1,3.5
71M539,M539,NEW EXPLORATIONS INTO SCIENCE  TECHNOLOGY AND MATH,K-12 ALL GRADES,7,106,17,34,9.0,6.0,72,8.7,5.4
71M540,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,HIGH SCHOOL,7,93,23,50,11.3,5.5,43,11.0,6.1
71M541,M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,HIGH SCHOOL,3,25,5,12,13.1,9.5,13,6.9,6.0
71M542,M542,MANHATTAN BRIDGES HIGH SCHOOL,HIGH SCHOOL,3,33,7,11,11.9,6.0,22,10.3,5.8
71M543,M543,NEW DESIGN HIGH SCHOOL,HIGH SCHOOL,3,49,9,17,8.5,6.4,32,9.2,4.2
71M544,M544,INDEPENDENCE HIGH SCHOOL,HIGH SCHOOL,3,20,4,10,13.8,7.1,10,8.4,5.5
71M545,M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,HIGH SCHOOL,2,23,5,9,11.6,5.9,14,9.8,8.7
71M550,M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,HIGH SCHOOL,3,26,6,13,11.1,5.5,13,14.1,9.6
71M551,M551,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,HIGH SCHOOL,4,39,11,25,10.2,5.5,14,12.1,6.2
71M552,M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,HIGH SCHOOL,5,33,8,16,12.7,7.3,17,11.0,6.4
71M555,M555,CENTRAL PARK EAST HIGH SCHOOL,HIGH SCHOOL,3,34,8,10,12.2,10.1,24,10.4,8.3
71M560,M560,HIGH SCHOOL M560 - CITY AS SCHOOL,HIGH SCHOOL,3,36,10,11,15.2,8.6,25,13.0,5.7
71M565,M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,HIGH SCHOOL,1,15,4,*,,,*,,
71M570,M570,SATELLITE ACADEMY HIGH SCHOOL,HIGH SCHOOL,2,12,4,*,,,*,,
71M575,M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,HIGH SCHOOL,6,41,13,25,11.5,7.8,16,13.1,11.0
71M580,M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,HIGH SCHOOL,2,22,5,12,20.7,16.3,10,14.1,10.1
71M586,M586,HARVEY MILK HIGH SCHOOL,HIGH SCHOOL,2,11,3,*,,,*,,
71M600,M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,HIGH SCHOOL,11,114,25,29,8.0,6.4,85,9.8,7.0
71M605,M605,HUMANITIES PREPARATORY ACADEMY,HIGH SCHOOL,2,22,4,6,11.9,3.8,16,10.5,5.5
71M610,M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,SECONDARY SCHOOL,3,33,4,7,15.4,10.1,26,8.0,6.9
71M615,M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,HIGH SCHOOL,3,36,12,12,14.3,9.2,24,13.5,7.2
71M630,M630,ART AND DESIGN HIGH SCHOOL,HIGH SCHOOL,8,99,21,43,10.7,8.5,56,7.3,5.2
71M650,M650,CASCADES HIGH SCHOOL,HIGH SCHOOL,2,14,4,*,,,*,,
71M655,M655,THE HIGH SCHOOL FOR CLIMATE JUSTICE,HIGH SCHOOL,2,28,8,16,11.5,9.0,12,8.0,7.0
71M670,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,SECONDARY SCHOOL,3,48,8,18,14.6,7.7,30,14.7,7.5
71M680,M680,HERITAGE SCHOOL  THE,HIGH SCHOOL,3,23,6,11,10.1,5.2,12,7.9,5.3
71M692,M692,HIGH SCHOOL FOR MATHEMATICS  SCIENCE AND ENGINEERI,HIGH SCHOOL,2,30,6,22,15.0,11.5,8,14.0,6.6
71M696,M696,BARD HIGH SCHOOL EARLY COLLEGE,HIGH SCHOOL,3,46,9,24,12.5,8.7,22,10.4,5.3
72X213,X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,HIGH SCHOOL,3,29,9,17,15.6,7.5,12,12.9,6.3
72X221,X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,SECONDARY SCHOOL,5,52,13,24,7.6,6.7,28,7.6,5.9
72X227,X227,BRONX COLLEGIATE ACADEMY,HIGH SCHOOL,4,27,10,12,9.3,7.0,15,11.9,8.1
72X231,X231,EAGLE ACADEMY FOR YOUNG MEN,SECONDARY SCHOOL,4,37,14,17,9.8,5.9,20,9.1,5.2
72X237,X237,THE MARIE CURIE SCHOOL FOR MEDICINE  NURSING  AND,HIGH SCHOOL,2,27,9,14,14.1,7.3,13,11.3,5.7
72X241,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,SECONDARY SCHOOL,3,65,11,32,6.8,5.8,33,4.2,3.7
72X243,X243,WEST BRONX ACADEMY FOR THE FUTURE,SECONDARY SCHOOL,4,54,14,19,8.8,7.0,35,8.5,6.0
72X248,X248,METROPOLITAN HIGH SCHOOL  THE,HIGH SCHOOL,3,20,5,10,15.7,3.7,10,9.0,3.7
72X249,X249,BRONX HEALTH SCIENCES HIGH SCHOOL,HIGH SCHOOL,2,22,6,13,10.2,5.1,9,14.4,9.5
72X250,X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,HIGH SCHOOL,3,30,10,11,10.3,4.6,19,9.3,5.3
72X251,X251,EXPLORATIONS ACADEMY H.S.,HIGH SCHOOL,2,29,11,12,8.8,7.0,17,9.1,3.6
72X252,X252,MOTT HALL BRONX HIGH SCHOOL,HIGH SCHOOL,2,29,6,16,5.8,2.3,13,5.6,4.5
72X253,X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,HIGH SCHOOL,2,18,9,6,14.2,8.1,12,14.1,7.4
72X259,X259,H.E.R.O. HIGH (HEALTH  EDUCATION  AND RESEARCH OCC,HIGH SCHOOL,4,63,10,24,7.9,2.5,39,8.7,3.2
72X260,X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HIGH SCHOOL,4,30,4,13,14.3,6.2,17,8.4,6.3
72X263,X263,VALIDUS PREPARATORY ACADEMY,HIGH SCHOOL,3,28,9,16,8.0,5.1,12,9.9,5.5
72X264,X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),HIGH SCHOOL,3,40,10,17,7.6,4.1,23,9.4,4.7
72X265,X265,BRONX LAB SCHOOL,HIGH SCHOOL,3,25,7,12,11.5,7.2,13,11.7,6.9
72X267,X267,BRONX LATIN,SECONDARY SCHOOL,4,51,9,23,9.9,4.3,28,7.6,5.4
72X268,X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,3,26,9,14,15.6,7.5,12,10.0,6.1
72X269,X269,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,SECONDARY SCHOOL,4,57,18,21,9.0,3.9,36,8.0,4.8
72X270,X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,HIGH SCHOOL,3,28,10,11,13.6,7.2,17,12.3,6.9
72X271,X271,EAST BRONX ACADEMY FOR THE FUTURE,SECONDARY SCHOOL,3,63,14,23,11.3,7.0,40,8.0,6.5
72X275,X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,HIGH SCHOOL,4,35,12,20,15.8,8.1,15,11.1,7.5
72X282,X282,WOMEN'S ACADEMY OF EXCELLENCE,HIGH SCHOOL,2,17,6,7,12.6,4.5,10,15.3,6.9
72X284,X284,BRONX SCHOOL OF LAW AND FINANCE,HIGH SCHOOL,3,25,10,8,16.4,10.3,17,10.2,6.4
72X288,X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,HIGH SCHOOL,4,35,8,12,11.0,4.7,23,13.5,4.2
72X290,X290,BRONX ACADEMY OF HEALTH CAREERS,HIGH SCHOOL,3,26,7,9,11.1,7.3,17,9.2,6.4
72X293,X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TH,HIGH SCHOOL,3,33,8,17,7.9,5.2,16,9.9,5.4
72X297,X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,HIGH SCHOOL,4,38,10,17,5.1,3.5,21,10.2,7.5
72X299,X299,ASTOR COLLEGIATE ACADEMY,HIGH SCHOOL,3,33,9,15,12.8,7.4,18,11.7,7.3
72X312,X312,MILLENNIUM ART ACADEMY,HIGH SCHOOL,3,36,7,9,11.0,8.1,27,13.9,6.2
72X319,X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,HIGH SCHOOL,2,13,5,5,21.2,12.5,8,18.4,7.4
72X320,X320,PELHAM LAB HIGH SCHOOL,HIGH SCHOOL,3,37,12,21,9.4,3.6,16,7.3,4.4
72X329,X329,DREAMYARD PREPARATORY SCHOOL,HIGH SCHOOL,3,25,7,6,8.5,5.1,19,5.6,3.5
72X334,X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,HIGH SCHOOL,2,29,16,15,12.3,8.5,14,9.4,5.7
72X342,X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,SECONDARY SCHOOL,4,43,6,17,13.5,7.7,26,10.9,5.6
72X348,X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,HIGH SCHOOL,3,27,6,12,9.9,4.8,15,12.7,4.3
72X349,X349,BRONX RIVER HIGH SCHOOL,HIGH SCHOOL,3,35,11,13,6.3,3.3,22,9.5,4.1
72X350,X350,NEW DIRECTIONS SECONDARY SCHOOL,HIGH SCHOOL,2,16,6,6,8.0,3.6,10,10.3,4.3
72X351,X351,BRONX COLLABORATIVE HIGH SCHOOL,HIGH SCHOOL,2,46,9,19,8.6,3.4,27,7.0,3.2
72X353,X353,WORLD VIEW HIGH SCHOOL,HIGH SCHOOL,4,50,11,18,3.5,2.8,32,5.4,3.5
72X361,X361,THE HIGHBRIDGE GREEN SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,39,14,7,2.9,2.9,32,4.8,3.5
72X365,X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,HIGH SCHOOL,2,24,5,10,4.6,3.8,14,6.3,5.1
72X374,X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,HIGH SCHOOL,3,31,8,13,4.6,3.7,18,6.9,4.9
72X376,X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,SECONDARY SCHOOL,2,34,11,11,12.6,8.6,23,13.3,6.5
72X377,X377,BRONX COMMUNITY HIGH SCHOOL,HIGH SCHOOL,2,12,2,*,,,*,,
72X379,X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,HIGH SCHOOL,2,18,6,8,17.5,7.0,10,9.2,5.1
72X381,X381,BRONX HAVEN HIGH SCHOOL,HIGH SCHOOL,2,13,3,*,,,*,,
72X388,X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,HIGH SCHOOL,3,32,5,13,6.8,5.0,19,7.6,5.1
72X397,X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,HIGH SCHOOL,3,25,9,6,8.7,4.1,19,12.5,5.5
72X403,X403,BRONX INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,4,28,9,12,10.0,6.1,16,12.6,4.4
72X404,X404,SCHOOL FOR EXCELLENCE,HIGH SCHOOL,2,15,8,6,13.8,9.1,9,11.5,3.7
72X405,X405,HERBERT H. LEHMAN HIGH SCHOOL,HIGH SCHOOL,6,74,28,30,11.7,10.8,44,9.4,7.4
72X412,X412,BRONX HIGH SCHOOL OF BUSINESS,HIGH SCHOOL,4,30,11,11,10.9,7.6,19,9.7,4.9
72X413,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,SECONDARY SCHOOL,4,45,14,18,11.7,8.8,27,9.1,4.4
72X418,X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,HIGH SCHOOL,3,36,10,15,8.8,5.3,21,11.1,7.5
72X427,X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,HIGH SCHOOL,3,25,10,11,9.8,7.9,14,12.0,6.6
72X432,X432,BRONX BRIDGES HIGH SCHOOL,HIGH SCHOOL,3,29,9,9,3.6,3.4,20,4.1,3.1
72X433,X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,HIGH SCHOOL,3,35,9,14,13.8,7.7,21,12.2,6.0
72X434,X434,BELMONT PREPARATORY HIGH SCHOOL,HIGH SCHOOL,2,27,10,13,14.5,9.2,14,15.9,9.5
72X437,X437,FORDHAM HIGH SCHOOL FOR THE ARTS,HIGH SCHOOL,3,32,8,16,4.7,2.7,16,4.7,3.0
72X438,X438,FORDHAM LEADERSHIP ACADEMY,HIGH SCHOOL,3,34,6,13,4.6,2.9,21,3.7,2.3
72X439,X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,HIGH SCHOOL,3,34,6,18,9.6,6.3,16,10.5,7.4
72X440,X440,DEWITT CLINTON HIGH SCHOOL,HIGH SCHOOL,7,78,21,34,7.5,5.5,44,6.3,5.2
72X442,X442,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC  THE,HIGH SCHOOL,3,32,11,14,11.7,8.1,18,12.9,10.5
72X445,X445,THE BRONX HIGH SCHOOL OF SCIENCE,HIGH SCHOOL,9,138,26,70,12.7,9.4,68,9.9,7.9
72X446,X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,HIGH SCHOOL,2,16,4,*,,,*,,
72X452,X452,GOTHAM COLLABORATIVE HIGH SCHOOL,HIGH SCHOOL,3,38,10,20,14.2,5.5,18,11.9,4.4
72X455,X455,HARRY S TRUMAN HIGH SCHOOL,HIGH SCHOOL,10,136,35,63,11.0,8.5,73,10.2,7.8
72X473,X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,HIGH SCHOOL,3,19,13,7,7.9,7.0,12,12.3,6.8
72X477,X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,HIGH SCHOOL,3,34,10,13,13.0,9.1,21,12.0,7.6
72X478,X478,THE CINEMA SCHOOL,HIGH SCHOOL,3,26,5,11,5.3,4.4,15,7.1,4.1
72X479,X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,HIGH SCHOOL,2,22,8,13,8.5,4.0,9,7.4,3.4
72X480,X480,BRONX REGIONAL HIGH SCHOOL,HIGH SCHOOL,2,11,5,6,19.0,11.1,5,12.8,4.7
72X495,X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,HIGH SCHOOL,3,32,13,13,12.6,10.0,19,10.4,8.6
72X500,X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,SECONDARY SCHOOL,3,40,13,21,12.5,9.4,19,12.4,10.0
72X505,X505,BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE,SECONDARY SCHOOL,4,59,12,31,8.2,6.1,28,8.5,6.2
72X508,X508,BRONXDALE HIGH SCHOOL,HIGH SCHOOL,3,41,10,18,6.8,5.2,23,6.2,4.2
72X509,X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,HIGH SCHOOL,3,30,5,11,9.7,4.8,19,6.8,3.9
72X511,X511,BRONX ENVISION ACADEMY,HIGH SCHOOL,3,37,7,13,7.1,4.8,24,10.1,5.1
72X513,X513,NEW WORLD HIGH SCHOOL,HIGH SCHOOL,3,22,5,8,11.0,10.5,14,8.8,8.3
72X514,X514,THE BRONXWOOD PREPARATORY ACADEMY,HIGH SCHOOL,3,27,8,13,9.7,7.0,14,8.8,7.7
72X517,X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,HIGH SCHOOL,2,29,4,10,13.4,7.5,19,8.4,6.3
72X521,X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,HIGH SCHOOL,3,36,12,14,6.6,3.6,22,11.1,4.7
72X522,X522,BRONX DESIGN AND CONSTRUCTION ACADEMY,HIGH SCHOOL,3,29,17,14,15.6,6.1,15,10.4,4.3
72X524,X524,CROTONA INTERNATIONAL HIGH SCHOOL,HIGH SCHOOL,2,21,6,7,11.3,5.5,14,6.6,3.6
72X525,X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,HIGH SCHOOL,3,32,12,7,6.3,5.6,25,7.7,6.2
72X527,X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,HIGH SCHOOL,4,42,19,17,9.3,5.0,25,8.2,5.6
72X530,X530,LONGWOOD PREPARATORY ACADEMY,HIGH SCHOOL,3,32,9,11,8.6,4.1,21,7.0,3.1
72X542,X542,PELHAM PREPARATORY ACADEMY,HIGH SCHOOL,3,31,6,10,12.5,7.7,21,10.5,7.0
72X543,X543,HIGH SCHOOL FOR VIOLIN AND DANCE,HIGH SCHOOL,3,16,3,8,13.8,4.2,8,5.5,3.6
72X544,X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,HIGH SCHOOL,3,29,7,12,21.8,9.8,17,17.2,7.3
72X545,X545,BRONX AEROSPACE HIGH SCHOOL,HIGH SCHOOL,2,18,10,7,13.6,8.9,11,17.9,7.9
72X546,X546,BRONX THEATRE HIGH SCHOOL,HIGH SCHOOL,2,25,9,10,14.9,9.5,15,12.5,6.4
72X548,X548,CAREERS IN SPORTS HIGH SCHOOL,HIGH SCHOOL,3,37,17,13,15.4,8.9,24,14.1,7.5
72X549,X549,DISCOVERY HIGH SCHOOL,HIGH SCHOOL,2,34,8,16,10.6,7.1,18,11.4,8.4
72X550,X550,HIGH SCHOOL OF WORLD CULTURES,HIGH SCHOOL,3,29,7,12,8.7,7.6,17,8.7,5.6
72X551,X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,SECONDARY SCHOOL,5,53,21,24,7.5,4.7,29,7.3,4.2
72X557,X557,MOTT HAVEN COMMUNITY HIGH SCHOOL,HIGH SCHOOL,3,24,7,11,14.1,4.4,13,10.1,3.3
72X558,X558,WESTCHESTER SQUARE ACADEMY,HIGH SCHOOL,2,30,10,11,8.1,3.1,19,6.8,2.7
72X561,X561,BRONX COMPASS HIGH SCHOOL,HIGH SCHOOL,4,30,9,13,11.0,4.2,17,12.5,2.9
72X564,X564,CLAREMONT INTERNATIONAL HS,HIGH SCHOOL,2,29,8,12,11.2,5.4,17,7.8,4.6
72X565,X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,HIGH SCHOOL,3,34,13,16,10.4,3.3,18,8.2,3.1
72X600,X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG,HIGH SCHOOL,4,39,10,20,17.5,15.1,19,11.5,9.3
72X670,X670,HEALTH OPPORTUNITIES HIGH SCHOOL,HIGH SCHOOL,4,30,11,12,9.6,7.2,18,11.3,7.2
72X682,X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,HIGH SCHOOL,4,40,10,10,11.6,9.5,30,8.5,5.6
